,year,title,genre,avg_vote,movie_rating
2617,2005,Khoht phetchakhaat,"Action, Adventure, Drama",4.4,okay
2618,2005,Shiryôha,Horror,4.4,okay
2619,2005,Bathhouse,Drama,5.1,okay
2620,2005,Buitenspel,"Drama, Fantasy, Mystery",5.8,okay
2621,2006,Chiisaki yûsha-tachi: Gamera,"Action, Adventure, Family",6.6,good
2622,2006,Los mánagers,Comedy,2.9,bad
2623,2005,Bowser Makes a Movie,Comedy,3.8,okay
2624,2006,Brother's Shadow,Drama,6.0,good
2625,2006,The Conrad Boys,"Drama, Romance",6.0,good
2626,2005,Crippled Creek,Horror,2.6,bad
2627,2005,Experiment,Thriller,5.3,okay
2628,2006,Half Nelson,Drama,7.2,good
2629,2005,Hit Me,"Crime, Thriller",4.8,okay
2630,2006,Gwoemul,"Action, Drama, Horror",7.0,good
2631,2006,Nice Guys,"Comedy, Crime",4.3,okay
2632,2006,The Night of the White Pants,"Comedy, Drama",5.9,okay
2633,2006,Old Joy,Drama,6.7,good
2634,2007,Prey,"Adventure, Drama, Horror",4.7,okay
2635,2005,Ride or Die,"Action, Western",1.7,bad
2636,2006,The Situation,"Drama, War",6.3,good
2637,2005,Tsotsi,"Crime, Drama",7.2,good
2638,2008,The Dark Knight,"Action, Crime, Drama",9.0,good
2639,2006,We Go Way Back,Drama,5.6,okay
2640,2007,Alles is liefde,"Comedy, Romance",7.0,good
2641,2005,Aozora no yukue,Drama,6.4,good
2642,2005,Bunhongsin,"Horror, Thriller",5.8,okay
2643,2006,Deiji,"Drama, Romance",7.5,good
2644,2005,Daiteiden no yoru ni,Drama,6.8,good
2645,2005,Eize Makom Nifla,Drama,7.0,good
2646,2005,Festival,"Comedy, Drama",6.0,good
2647,2005,Haru no yuki,"Drama, History, Romance",6.7,good
2648,2005,Hasami otoko,"Crime, Thriller",6.6,good
2649,2005,Jeuk sing,Comedy,5.8,okay
2650,2005,Linda Linda Linda,"Comedy, Drama, Music",7.5,good
2651,2005,Kidô senshi Z Gandamu II: Koibito tachi,"Animation, Action, Drama",6.4,good
2652,2006,Nacido y criado,Drama,6.3,good
2653,2005,Noriko no shokutaku,"Drama, Horror",7.1,good
2654,2006,Perl oder Pica,Drama,6.3,good
2655,2006,La silla,Drama,4.5,okay
2656,2005,Sima-ye zani dar doordast,Drama,6.0,good
2657,2007,When a Man Falls in the Forest,"Drama, Thriller",5.1,okay
2658,2005,Mayonaka no Yaji-san Kita-san,"Comedy, Fantasy",6.4,good
2659,2006,Bangaram,"Action, Drama",4.6,okay
2660,2006,Broken,"Drama, Thriller",5.5,okay
2661,2005,Qing dian da sheng,"Action, Comedy, Drama",4.9,okay
2662,2006,Comme t'y es belle!,"Comedy, Romance",5.3,okay
2663,2008,Crystal River,Drama,4.6,okay
2664,2006,Danika,"Drama, Horror, Mystery",5.6,okay
2665,2010,Harlem Hostel,"Comedy, Drama",3.9,okay
2666,2008,Hey Hey It's Esther Blueburger,"Comedy, Drama",6.3,good
2667,2006,The House Is Burning,Drama,6.3,good
2668,2007,The Pacific and Eddy,Drama,5.2,okay
2669,2007,Shanghai Kiss,"Comedy, Drama, Romance",6.6,good
2670,2006,Französisch für Anfänger,"Comedy, Romance",6.2,good
2671,2009,Tripping Forward,Comedy,4.1,okay
2672,2006,The Astronaut Farmer,"Adventure, Drama, Sci-Fi",6.3,good
2673,2009,Dark Country,"Crime, Mystery, Thriller",5.3,okay
2674,2007,Her Best Move,"Comedy, Family, Romance",5.5,okay
2675,2005,Izzat,"Action, Crime, Thriller",6.3,good
2676,2007,There Will Be Blood,Drama,8.1,good
2677,2006,Park,"Comedy, Drama",5.8,okay
2678,2007,Things We Lost in the Fire,Drama,7.2,good
2679,2008,Bathory,"Biography, Drama, Fantasy",5.9,okay
2680,2006,World Trade Center,"Drama, History, Thriller",5.9,okay
2681,2006,Automaton Transfusion,Horror,3.8,okay
2682,2006,Bloody Mary,"Horror, Thriller",3.4,okay
2683,2005,Dreaming Lhasa,"Adventure, Drama, Mystery",6.5,good
2684,2006,The Last Time,"Comedy, Drama, Thriller",6.1,good
2685,2006,Little Big Top,Comedy,6.3,good
2686,2005,Pavee Lackeen: The Traveller Girl,Drama,6.2,good
2687,2005,A Perfect Day,Drama,6.0,good
2688,2005,Spiele Leben,"Drama, Thriller",6.3,good
2689,2005,Buss till Italien,"Adventure, Drama",4.7,okay
2690,2007,Corpo,"Drama, Thriller",6.3,good
2691,2006,Direktøren for det hele,Comedy,6.7,good
2692,2005,Loukoumades me meli,Comedy,4.5,okay
2693,2005,Troppo belli,Comedy,2.9,bad
2694,2006,Diggers,"Comedy, Drama",6.3,good
2695,2008,The Express,"Biography, Drama, Sport",7.3,good
2696,2007,Good Time Max,Drama,6.1,good
2697,2006,Mansfeld,Drama,6.5,good
2698,2007,Rolling,"Drama, Music, Romance",5.4,okay
2699,2007,Spinning Into Butter,Drama,4.2,okay
2700,2006,Summer School,Horror,4.9,okay
2701,2006,Wicked Little Things,"Drama, Fantasy, Horror",5.1,okay
2702,2006,Open Water 2: Adrift,"Adventure, Drama, Horror",5.1,okay
2703,2006,Raftáci,Comedy,5.6,okay
2704,2006,Le rose del deserto,"Comedy, War",6.6,good
2705,2007,Show de Bola,"Crime, Drama, Sport",5.3,okay
2706,2005,Ya ana ya khalty,Comedy,5.1,okay
2707,2005,Jom kha mung wej,"Crime, Fantasy, Horror",5.5,okay
2708,2006,Rokonok,Drama,5.5,okay
2709,2005,Angli: The Movie,"Action, Crime, Thriller",3.6,okay
2710,2005,Chung buk ji,"Fantasy, Musical, Romance",4.9,okay
2711,2006,La distancia,Thriller,5.9,okay
2712,2006,Dosar,Drama,7.3,good
2713,2006,La edad de la peseta,Drama,6.6,good
2714,2006,Fang xiang zhi lu,Drama,7.0,good
2715,2005,Saigo no bansan,"Drama, Horror, Mystery",5.8,okay
2716,2008,The Leap Years,Romance,6.2,good
2717,2005,Onaji tsuki wo miteiru,Drama,5.5,okay
2718,2006,Saawan... The Love Season,"Drama, Fantasy, Romance",2.2,bad
2719,2006,Las vidas de Celia,Drama,5.4,okay
2720,2005,Xin ji chi bu liao re dou fu,Comedy,6.3,good
2721,2006,Yatra,Drama,6.3,good
2722,2005,Yek shab,Drama,5.9,okay
2723,2006,Yun Hota Toh Kya Hota,Drama,6.7,good
2724,2005,Zhixi,Thriller,5.6,okay
2725,2005,Africa United,"Comedy, Sport",6.1,good
2726,2008,August,Drama,5.3,okay
2727,2005,Banyo,Crime,3.9,okay
2728,2006,Bienvenido a casa,"Comedy, Drama, Romance",5.9,okay
2729,2005,Brudermord,Drama,6.7,good
2730,2006,Bug,"Drama, Thriller",6.1,good
2731,2005,Sinema bir mucizedir,Drama,5.4,okay
2732,2005,Cheon gun,"Action, Comedy, Sci-Fi",6.0,good
2733,2005,Comme un frère,"Drama, Romance",5.6,okay
2734,2006,Bernard and Doris,"Biography, Comedy, Drama",6.5,good
2735,2007,The Dukes,"Comedy, Crime, Drama",6.1,good
2736,2007,First Born,"Drama, Horror, Mystery",4.8,okay
2737,2006,For Your Consideration,Comedy,6.3,good
2738,2005,Keller - Teenage Wasteland,Drama,5.4,okay
2739,2006,Keloglan Karaprens'e Karsi,Comedy,1.6,bad
2740,2005,Krisana,Drama,6.8,good
2741,2006,Mojave Phone Booth,Drama,5.7,okay
2742,2005,Neal 'N' Nikki,"Comedy, Musical, Romance",3.2,okay
2743,2005,Organize Isler,"Comedy, Drama",7.4,good
2744,2005,Un couple parfait,Drama,6.7,good
2745,2005,Ungu Violet,Drama,6.3,good
2746,2005,Yek teke nan,Drama,7.0,good
2747,2005,Yeogo goedam 4: Moksori,Horror,6.4,good
2748,2006,You Did What?,Comedy,4.3,okay
2749,2006,Yi ma de hou xian dai sheng huo,"Comedy, Drama, Romance",6.8,good
2750,2006,Crazy Eights,Horror,3.9,okay
2751,2006,Danny Roane: First Time Director,Comedy,4.4,okay
2752,2007,Home of the Giants,"Crime, Drama, Sport",6.1,good
2753,2006,Just Like the Son,Drama,6.5,good
2754,2007,Knock Knock,Horror,3.1,okay
2755,2005,Love + Hate,Drama,6.9,good
2756,2006,Red Road,"Drama, Mystery, Thriller",6.8,good
2757,2008,Sea of Dust,"Comedy, Fantasy, Horror",3.3,okay
2758,2007,Still Green,Drama,4.0,okay
2759,2009,The Tournament,"Action, Thriller",6.1,good
2760,2005,Dva igraca s klupe,Comedy,7.2,good
2761,2006,Ja wam pokaze!,"Comedy, Drama, Romance",2.9,bad
2762,2005,Kamen Raidâ: The First,"Action, Drama, Horror",6.3,good
2763,2005,Lopovi prve klase,Comedy,5.7,okay
2764,2005,Lung gam wai yi dzi wang mo leung leung,"Action, Comedy, Drama",5.2,okay
2765,2005,Mama Jack,Comedy,4.4,okay
2766,2007,Rigas sargi,"Action, Drama, History",6.8,good
2767,2005,Shinku,"Drama, Thriller",6.7,good
2768,2005,Sto je Iva snimila 21. listopada 2003.,Drama,6.9,good
2769,2005,Sto je muskarac bez brkova?,"Comedy, Drama, Romance",6.9,good
2770,2005,Les états nordiques,Drama,6.6,good
2771,2005,American Visa,"Crime, Drama, Romance",6.1,good
2772,2005,Athadu,"Action, Thriller",8.3,good
2773,2006,Darwaza Bandh Rakho,"Comedy, Crime, Drama",5.3,okay
2774,2007,Gympl,"Comedy, Crime, Drama",6.2,good
2775,2006,Kami no hidarite akuma no migite,"Fantasy, Horror, Thriller",4.9,okay
2776,2005,Nana,"Drama, Music, Romance",7.1,good
2777,2006,Pournami,"Action, Drama, Mystery",5.8,okay
2778,2005,Septyni nematomi zmones,Drama,6.8,good
2779,2006,Who Loves the Sun,"Comedy, Drama",5.9,okay
2780,2005,Tyttö sinä olet tähti,"Drama, Music, Romance",6.5,good
2781,2009,9,"Animation, Action, Adventu",7.1,good
2782,2006,Apocalypto,"Action, Adventure, Drama",7.8,good
2783,2007,August the First,Drama,6.4,good
2784,2008,Bart Got a Room,Comedy,5.6,okay
2785,2007,Charlie Wilson's War,"Biography, Comedy, Drama",7.0,good
2786,2007,Death Defying Acts,"Drama, History, Romance",5.8,okay
2787,2008,Don't Wake the Dead,Horror,2.9,bad
2788,2005,Gisela,Drama,6.1,good
2789,2007,Forfeit,"Drama, Thriller",4.9,okay
2790,2005,Jazireh ahani,Drama,7.2,good
2791,2006,Kill Your Darlings,"Comedy, Drama",4.6,okay
2792,2006,Local Color,Drama,6.9,good
2793,2006,The Half Life of Timofey Berezin,Drama,6.9,good
2794,2006,Penelope,"Comedy, Fantasy, Romance",6.7,good
2795,2006,Saving Shiloh,"Drama, Family",6.3,good
2796,2006,The Strange Case of Dr. Jekyll and Mr. Hyde,"Horror, Sci-Fi",3.7,okay
2797,2009,Notorious,"Biography, Crime, Drama",6.7,good
2798,2006,Valley of the Heart's Delight,Drama,5.7,okay
2799,2007,Watching the Detectives,"Comedy, Romance",6.4,good
2800,2005,11:59,"Mystery, Sci-Fi, Thriller",5.7,okay
2801,2006,Alone with Her,"Crime, Drama, Thriller",6.0,good
2802,2006,The Flying Scotsman,"Drama, Sport",7.1,good
2803,2005,Infection,Horror,4.2,okay
2804,2007,Man zkt vrouw,"Comedy, Drama, Romance",6.5,good
2805,2005,To oneiro tou skylou,Fantasy,6.2,good
2806,2005,Piano 17,"Action, Comedy, Crime",6.5,good
2807,2006,Eccezzziunale veramente - Capitolo secondo... me,Comedy,4.3,okay
2808,2005,Espelho Mágico,"Drama, Music",6.8,good
2809,2005,Fyra veckor i juni,Drama,5.4,okay
2810,2005,Koti-ikävä,Drama,6.0,good
2811,2005,Scrap Heaven,Drama,6.9,good
2812,2007,Shake Hands with the Devil,"Drama, History, War",7.6,good
2813,2005,The Torturer,Horror,3.9,okay
2814,2006,2:37,Drama,6.8,good
2815,2006,BoyTown,"Comedy, Music",5.3,okay
2816,2005,Elsk meg i morgen,"Comedy, Drama, Romance",6.2,good
2817,2005,O Fatalista,Drama,5.4,okay
2818,2005,Johanna,"Drama, Musical",5.6,okay
2819,2005,Kukumi,Drama,6.7,good
2820,2005,Persona non grata,Drama,6.6,good
2821,2005,"Snivaj, zlato moje","Comedy, Drama",6.3,good
2822,2008,Bald,Comedy,2.4,bad
2823,2007,Closing Escrow,Comedy,5.4,okay
2824,2006,Crossover,"Action, Sport",2.1,bad
2825,2006,Dasepo sonyo,"Comedy, Musical, Romance",5.9,okay
2826,2005,Happy End.,"Drama, Horror, Mystery",5.9,okay
2827,2005,Hell to Pay,Western,4.6,okay
2828,2006,Nihon chinbotsu,"Adventure, Drama, Sci-Fi",5.6,okay
2829,2006,The Gymnast,"Drama, Romance, Sport",6.3,good
2830,2010,Prince of Persia: The Sands of Time,"Action, Fantasy",6.6,good
2831,2010,The Perfect Game,"Comedy, Drama, Family",7.0,good
2832,2006,Coffee Date,"Comedy, Romance",6.2,good
2833,2007,The Death and Life of Bobby Z,"Action, Crime, Thriller",5.9,okay
2834,2008,Solstice,"Horror, Mystery",5.4,okay
2835,2007,Waitress,"Comedy, Drama, Romance",7.0,good
2836,2007,Ram Gopal Varma Ki Aag,"Action, Adventure, Comedy",1.7,bad
2837,2006,Bosque de sombras,"Drama, Horror, Thriller",5.7,okay
2838,2005,Dead Men Walking,"Action, Horror, Sci-Fi",4.1,okay
2839,2007,The Flock,"Crime, Drama, Mystery",5.7,okay
2840,2007,Goal II: Living the Dream,"Adventure, Drama, Sport",5.9,okay
2841,2006,Gretchen,Comedy,5.6,okay
2842,2009,The Heavy,Thriller,5.0,okay
2843,2006,I.R.A.: King of Nothing,"Action, Drama",4.3,okay
2844,2008,Jaane Tu... Ya Jaane Na,"Comedy, Drama, Romance",7.5,good
2845,2005,Shapeshifter,Horror,2.6,bad
2846,2006,Surveillance,"Crime, Thriller",5.1,okay
2847,2005,Ark,"Animation, Action, Drama",6.1,good
2848,2006,Man cheng jin dai huang jin jia,"Action, Drama, Romance",7.0,good
2849,2006,Bondage,"Biography, Drama",8.2,good
2850,2007,Cherry Crush,"Drama, Thriller",5.5,okay
2851,2006,A Guide to Recognizing Your Saints,"Crime, Drama",7.0,good
2852,2006,Hanbando,"Drama, Mystery, Thriller",4.8,okay
2853,2006,De hel van Tanger,Drama,7.1,good
2854,2006,Kettle of Fish,"Comedy, Romance",5.2,okay
2855,2006,Mulberry St,"Horror, Sci-Fi, Thriller",5.6,okay
2856,2008,Short Track,"Comedy, Family",4.7,okay
2857,2005,...Yahaan,"Drama, Romance, War",7.4,good
2858,2005,Anukokunda Oka Roju,"Mystery, Thriller",8.0,good
2859,2006,Babas bilar,"Action, Comedy",4.7,okay
2860,2005,Saints-Martyrs-des-Damnés,"Drama, Horror, Mystery",6.2,good
2861,2007,Satanás,"Crime, Drama",7.2,good
2862,2007,September Dawn,"Drama, History, Romance",5.8,okay
2863,2009,State of Play,"Crime, Drama, Mystery",7.1,good
2864,2006,Sønner,Drama,7.1,good
2865,2006,The TV Set,"Comedy, Drama",6.5,good
2866,2006,Unna ja Nuuk,"Adventure, Family, Fantasy",5.0,okay
2867,2005,Veninder,Comedy,3.2,okay
2868,2006,Awakening,Horror,2.1,bad
2869,2005,Angel-A,"Comedy, Drama, Fantasy",7.1,good
2870,2006,Aurore,"Comedy, Musical",5.3,okay
2871,2006,Camping,Comedy,4.9,okay
2872,2006,Essaye-moi,"Comedy, Romance",6.0,good
2873,2006,Le pressentiment,Drama,6.4,good
2874,2006,L'école pour tous,Comedy,4.9,okay
2875,2006,Derecho de familia,"Comedy, Drama",6.9,good
2876,2005,En la cama,Drama,6.2,good
2877,2005,I giorni dell'abbandono,Drama,5.9,okay
2878,2006,Sofacama,"Comedy, Drama",6.0,good
2879,2005,The Maid,"Drama, Horror, Mystery",5.9,okay
2880,2006,A Lobster Tale,"Drama, Family, Fantasy",6.2,good
2881,2005,La seconda notte di nozze,"Comedy, Drama",6.7,good
2882,2005,Tomie: Beginning,Horror,4.9,okay
2883,2005,Tomie: Revenge,Horror,4.2,okay
2884,2007,Las vidas posibles,"Mystery, Romance",6.1,good
2885,2005,Yam yasothon,"Comedy, Romance",6.8,good
2886,2005,13 Tzameti,"Crime, Drama, Horror",7.4,good
2887,2006,Xiaohai bu ben 2,"Comedy, Drama, Family",6.8,good
2888,2006,All In,Drama,3.7,okay
2889,2006,Belle toujours,"Drama, Music",6.4,good
2890,2007,Bone Dry,"Action, Drama, Thriller",5.5,okay
2891,2006,Khadak,"Drama, Romance",6.9,good
2892,2007,Crashing,Drama,5.5,okay
2893,2008,Jack and Jill vs. the World,"Comedy, Drama, Romance",5.5,okay
2894,2007,Dog Days of Summer,Drama,5.6,okay
2895,2005,Chang hen ge,"Drama, Romance",5.5,okay
2896,2007,The Favor,Drama,7.0,good
2897,2005,Fetching Cody,"Drama, Fantasy, Romance",6.7,good
2898,2006,United 93,"Drama, History, Thriller",7.5,good
2899,2007,Für den unbekannten Hund,Drama,6.2,good
2900,2007,Graduation,"Comedy, Crime, Drama",6.5,good
2901,2007,Hack!,"Comedy, Horror",4.1,okay
2902,2006,Hood of Horror,"Comedy, Horror",4.0,okay
2903,2006,Knallhart,"Crime, Drama",7.1,good
2904,2008,The Lodge,"Horror, Thriller",3.9,okay
2905,2007,Love and Mary,"Comedy, Romance",5.6,okay
2906,2006,The Magic Flute,"Drama, Musical, Romance",6.6,good
2907,2005,Night of the Day of the Dawn of the Son of the Brid,"Comedy, Horror",4.2,okay
2908,2007,Pride,"Drama, Sport",6.1,good
2909,2006,Scenes of a Sexual Nature,"Comedy, Drama, Romance",6.0,good
2910,2006,Shut Up and Sing,"Comedy, Drama, Music",5.6,okay
2911,2006,Smokin' Aces,"Action, Crime, Drama",6.7,good
2912,2007,Unearthed,"Horror, Mystery, Sci-Fi",4.0,okay
2913,2007,Permanent Vacation,"Comedy, Drama",3.3,okay
2914,2005,Baksu-chiltae deonara,"Comedy, Drama, Mystery",6.3,good
2915,2005,Chello hongmijoo ilga salinsagan,"Horror, Mystery",6.0,good
2916,2005,Qian bei bu zui,"Comedy, Romance",5.9,okay
2917,2005,Desde que amanece apetece,Comedy,4.0,okay
2918,2005,Yu-wol-ui il-gi,"Crime, Thriller",6.4,good
2919,2005,Gabal,"Drama, Horror",5.5,okay
2920,2005,Hyeongsa,"Action, Comedy, Mystery",5.9,okay
2921,2005,Shikhar,Drama,4.9,okay
2922,2005,June R,"Drama, Family",5.0,okay
2923,2005,Kono mune ippai no ai wo,Romance,6.3,good
2924,2005,Vaah! Life Ho Toh Aisi!,"Comedy, Drama, Family",4.4,okay
2925,2006,Mia Sarah,"Comedy, Drama, Fantasy",6.3,good
2926,2005,Saedeu mubi,"Comedy, Drama, Romance",7.3,good
2927,2005,Shinobi,"Action, Drama, Fantasy",6.9,good
2928,2005,Super,"Action, Comedy",5.0,okay
2929,2005,Tae-poong,Action,5.8,okay
2930,2005,Thirupaachi,"Action, Drama",5.8,okay
2931,2005,Tokyo Tower,"Drama, Romance",6.2,good
2932,2005,Welkkeom tu Dongmakgol,"Comedy, Drama, War",7.7,good
2933,2008,Paraiso Travel,Drama,7.1,good
2934,2008,Bar Starz,Comedy,4.0,okay
2935,2006,The Abandoned,"Horror, Mystery, Thriller",5.6,okay
2936,2006,The Covenant,"Action, Adventure, Fantasy",5.3,okay
2937,2009,Creature of Darkness,"Horror, Sci-Fi",2.5,bad
2938,2005,Inu no eiga,Family,6.9,good
2939,2007,Mister Lonely,"Comedy, Drama",6.5,good
2940,2006,Nailed,"Crime, Horror, Thriller",4.1,okay
2941,2008,The Pirates Who Don't Do Anything: A VeggieTales Mo,"Animation, Adventure, Come",5.7,okay
2942,2006,Beyza'nin Kadinlari,"Crime, Drama, Mystery",6.2,good
2943,2006,La gran final,Comedy,6.9,good
2944,2006,Madeinusa,Drama,6.8,good
2945,2005,Odgrobadogroba,"Comedy, Drama",6.9,good
2946,2006,The Suspect,Thriller,5.1,okay
2947,2005,Aupa Etxebeste!,Comedy,6.2,good
2948,2007,Uden for kærligheden,"Drama, Romance",5.9,okay
2949,2006,Trigger,Family,5.1,okay
2950,2006,Üvegtigris 2.,Comedy,6.8,good
2951,2006,48 Shades,"Comedy, Drama",5.9,okay
2952,2005,Bluffmaster!,"Comedy, Crime, Drama",6.6,good
2953,2006,The Entrance,"Horror, Thriller",4.3,okay
2954,2008,God Tussi Great Ho,"Comedy, Drama, Fantasy",3.6,okay
2955,2005,Meet Me in Miami,"Comedy, Family, Romance",6.9,good
2956,2006,La niña en la piedra,Drama,6.0,good
2957,2007,The Three Investigators and the Secret of Skeleton ,"Adventure, Family, Mystery",5.6,okay
2958,2006,Ha-Buah,"Comedy, Drama, Romance",7.3,good
2959,2006,Darna Zaroori Hai,Horror,5.4,okay
2960,2006,Ober,Comedy,7.0,good
2961,2007,Sluga Gosudarev,"Action, Adventure, History",5.9,okay
2962,2006,Aksar,"Drama, Romance, Thriller",4.8,okay
2963,2005,Babam ve Oglum,"Drama, Family",8.3,good
2964,2005,Czas surferów,"Comedy, Crime",6.0,good
2965,2007,Big Brother,"Action, Crime, Drama",3.8,okay
2966,2005,Maja,"Action, Comedy, Romance",5.2,okay
2967,2006,Malamaal Weekly,"Comedy, Drama, Romance",6.9,good
2968,2007,Nehlle Pe Dehlla,"Action, Comedy, Crime",3.8,okay
2969,2005,Ramji Londonwaley,"Comedy, Drama, Family",6.7,good
2970,2006,Sarhad Paar,"Action, Drama, Romance",4.2,okay
2971,2005,Skazany na bluesa,"Biography, Drama, Music",7.0,good
2972,2006,Taxi No. 9 2 11: Nau Do Gyarah,"Comedy, Drama, Thriller",7.2,good
2973,2006,"Tom, Dick, and Harry","Comedy, Romance",3.2,okay
2974,2008,Amusement,"Action, Comedy, Crime",4.9,okay
2975,2007,The Brave One,"Action, Crime, Drama",6.7,good
2976,2006,Bummm!,Drama,6.9,good
2977,2007,AfterThought,"Horror, Thriller",2.4,bad
2978,2008,Were the World Mine,"Adventure, Comedy, Fantasy",6.9,good
2979,2007,Firehouse Dog,"Action, Comedy, Family",5.5,okay
2980,2006,Das Fräulein,Drama,6.7,good
2981,2006,Montag kommen die Fenster,Drama,6.4,good
2982,2008,Noble Things,Drama,4.9,okay
2983,2007,Norbit,"Comedy, Romance",4.0,okay
2984,2006,Pirates of the Great Salt Lake,"Adventure, Comedy",5.5,okay
2985,2007,Premonition,"Drama, Fantasy, Mystery",5.9,okay
2986,2007,Rocket Science,"Comedy, Drama",6.6,good
2987,2010,Unstoppable,"Action, Thriller",6.7,good
2988,2006,Starter for 10,"Comedy, Drama, Romance",6.7,good
2989,2005,Urlaub vom Leben,Drama,7.1,good
2990,2007,Kush,"Action, Crime, Thriller",3.8,okay
2991,2006,Wristcutters: A Love Story,"Comedy, Drama, Fantasy",7.3,good
2992,2005,Diário de Um Novo Mundo,Drama,6.2,good
2993,2006,36 China Town,"Comedy, Mystery, Thriller",5.6,okay
2994,2005,Aashiq Banaya Aapne: Love Takes Over,"Drama, Romance, Thriller",4.2,okay
2995,2005,Allari Bullodu,Romance,2.9,bad
2996,2006,El camino de los ingleses,"Drama, Romance",5.6,okay
2997,2006,Chas pik,"Drama, Romance",6.3,good
2998,2006,Días azules,Comedy,5.7,okay
2999,2006,Mne ne bolno,"Drama, Romance",6.8,good
3000,2006,Potseluy babochki,"Action, Crime, Romance",4.8,okay
3001,2006,Lo que sé de Lola,Drama,5.9,okay
3002,2006,Mechenosets,"Action, Romance, Sci-Fi",4.8,okay
3003,2007,Myortvye docheri,"Drama, Horror",4.0,okay
3004,2006,Night at the Museum,"Adventure, Comedy, Family",6.4,good
3005,2007,No Country for Old Men,"Crime, Drama, Thriller",8.1,good
3006,2006,Okhota na Piranyu,"Action, Crime, Thriller",6.0,good
3007,2006,Broken Bridges,"Drama, Music",6.1,good
3008,2005,À travers la forêt,"Drama, Fantasy",6.6,good
3009,2005,The Cabin Movie,"Comedy, Drama",4.7,okay
3010,2005,Fu-Rai,"Horror, Thriller",5.1,okay
3011,2005,El-sefara fi El-Omara,"Comedy, Drama",6.3,good
3012,2006,Solo,"Crime, Drama",5.5,okay
3013,2006,Sztornó,Drama,6.4,good
3014,2005,Café Transit,"Drama, Romance",7.3,good
3015,2005,Dame sobh,Drama,7.0,good
3016,2006,Footy Legends,"Comedy, Drama, Sport",5.8,okay
3017,2005,Hong yan,Drama,6.9,good
3018,2006,Sang sattawat,Drama,7.5,good
3019,2008,Det perfekte kup,"Action, Comedy",5.0,okay
3020,2005,Sehar,"Action, Crime, Drama",7.8,good
3021,2005,Sommer vorm Balkon,Drama,6.9,good
3022,2005,Sud express,Drama,6.8,good
3023,2005,Tung mung kei yun,"Comedy, Drama, Sci-Fi",6.7,good
3024,2005,Viva Cuba,"Comedy, Drama",6.9,good
3025,2006,Jean-Philippe,"Comedy, Fantasy, Music",6.0,good
3026,2005,Kinetta,Drama,4.8,okay
3027,2005,Masahista,Drama,6.0,good
3028,2005,Saat po long,"Action, Crime, Thriller",7.0,good
3029,2005,Sa-kwa,Drama,6.4,good
3030,2005,Takeshis',"Comedy, Drama, Fantasy",6.4,good
3031,2008,21,"Crime, Drama, History",6.8,good
3032,2007,Cthulhu,"Drama, Horror, Thriller",4.6,okay
3033,2006,Dark Reality,"Horror, Thriller",2.7,bad
3034,2007,In the Valley of Elah,"Crime, Drama, Mystery",7.1,good
3035,2006,Satanic,Horror,2.9,bad
3036,2008,Desert of Blood,Horror,3.4,okay
3037,2006,Fade to Black,"Mystery, Thriller",5.4,okay
3038,2008,Freebird,Comedy,5.5,okay
3039,2006,The Butcher,"Horror, Thriller",3.6,okay
3040,2005,Jestem,Drama,7.3,good
3041,2005,King of the Lost World,"Action, Adventure, Fantasy",2.4,bad
