,year,title,genre,avg_vote,movie_rating,duration
0,2005,The Naked Monster,"Comedy, Horror, Sci-Fi",5.6,okay,100
1,2005,What Is It?,Drama,5.6,okay,72
2,2007,The Junior Defenders,Comedy,4.3,okay,83
3,2008,Quality Time,"Comedy, Drama, Sci-Fi",3.8,okay,82
4,2005,Fantastic Four,"Action, Adventure, Fantasy",5.7,okay,106
5,2005,Corpse Bride,"Animation, Drama, Family",7.3,good,77
6,2005,Star Wars: Episode III - Revenge of the Sith,"Action, Adventure, Fantasy",7.5,good,140
7,2005,Shooting Vegetarians,"Comedy, Drama",4.8,okay,76
8,2010,Pál Adrienn,Drama,6.7,good,136
9,2009,Rózsaszín sajt,"Comedy, Drama",6.1,good,93
10,2005,The Prodigy,"Crime, Drama, Thriller",5.5,okay,120
11,2010,A zöld sárkány gyermekei,Drama,6.8,good,89
12,2008,Geliebte Clara,"Biography, Drama, Music",5.8,okay,107
13,2005,Angels with Angles,Comedy,4.8,okay,87
14,2007,I Viceré,"Drama, History",6.3,good,120
15,2006,Live Freaky Die Freaky,"Animation, Comedy, Musical",5.0,okay,75
16,2008,The Bank Job,"Crime, Thriller",7.2,good,111
17,2006,Death of a Saleswoman,"Comedy, Mystery",1.5,bad,77
18,2005,Firecracker,"Crime, Drama, Mystery",5.4,okay,112
19,2009,Sanam Teri Kasam,"Action, Drama, Romance",5.1,okay,170
20,2006,Children of Men,"Drama, Thriller",7.9,good,109
21,2007,Awake,"Crime, Drama, Mystery",6.5,good,84
22,2008,Berlin Calling,"Comedy, Drama, Music",7.3,good,100
23,2007,Partition,"Drama, Romance",6.9,good,116
24,2005,Bob the Butler,"Comedy, Family",5.5,okay,90
25,2005,Bad Girls from Valley High,Comedy,3.5,okay,84
26,2005,Ripley Under Ground,"Crime, Drama, Thriller",6.1,good,101
27,2005,Lucky 13,"Comedy, Romance",4.6,okay,95
28,2005,Cl.One,"Sci-Fi, Thriller",3.3,okay,112
29,2007,Tortilla Heaven,Comedy,5.3,okay,98
30,2005,Fortunes,Comedy,4.3,okay,91
31,2005,Water,Drama,7.7,good,117
32,2007,Terra Sonâmbula,Drama,6.9,good,97
33,2005,Mee-Shee: The Water Giant,"Adventure, Family, Fantasy",5.3,okay,95
34,2007,Hitler Meets Christ,"Drama, Fantasy",4.1,okay,76
35,2006,Funny Money,Comedy,5.3,okay,98
36,2005,In Memory of My Father,"Comedy, Drama",6.0,good,96
37,2006,Pretty Cool,"Comedy, Sci-Fi",4.2,okay,92
38,2005,Cursed,"Comedy, Horror",5.0,okay,97
39,2007,Ghost Rider,"Action, Fantasy, Thriller",5.2,okay,114
40,2006,.45,"Crime, Drama, Thriller",5.6,okay,101
41,2005,Imposture,Thriller,6.4,good,101
42,2005,2001 Maniacs,"Comedy, Horror",5.3,okay,87
43,2006,Love Is the Drug,Drama,5.5,okay,96
44,2005,Thru the Moebius Strip,"Animation, Adventure, Sci-",5.1,okay,87
45,2005,The Ringer,"Comedy, Sport",5.8,okay,94
46,2006,How to Go Out on a Date in Queens,"Comedy, Romance",4.3,okay,90
47,2005,From Venus,"Horror, Sci-Fi",4.5,okay,88
48,2007,The Bros.,"Comedy, Music",3.3,okay,91
49,2005,Heaven's Neighbors,Drama,7.1,good,115
50,2006,Beyond the Wall of Sleep,Horror,2.8,bad,84
51,2007,Brooklyn Rules,"Crime, Drama",6.3,good,99
52,2006,Obsluhoval jsem anglického krále,"Comedy, Drama, Romance",7.4,good,113
53,2005,Havoc,"Crime, Drama",5.5,okay,85
54,2005,Alchemy,"Comedy, Romance",5.4,okay,86
55,2006,Under Surveillance,"Horror, Mystery, Thriller",4.2,okay,89
56,2007,Universal Groove,"Drama, Fantasy",6.2,good,74
57,2005,Iluminados por el fuego,"Adventure, Drama, War",6.8,good,100
58,2009,T.M.A.,"Horror, Mystery, Thriller",4.6,okay,100
59,2005,Man-Thing,"Action, Adventure, Horror",4.0,okay,97
60,2007,Before the Devil Knows You're Dead,"Crime, Drama, Thriller",7.3,good,117
61,2007,Rush Hour 3,"Action, Comedy, Crime",6.2,good,91
62,2005,The Keeper: The Legend of Omar Khayyam,"Adventure, Drama, Family",6.4,good,95
63,2005,Rent,"Drama, Musical, Romance",6.9,good,135
64,2005,The Sea Wolf,"Action, Adventure, Romance",3.6,okay,94
65,2005,Going Shopping,"Drama, Romance",4.7,okay,106
66,2006,Slipp Jimmy fri,"Animation, Comedy",6.0,good,86
67,2005,The Civilization of Maxwell Bright,Drama,6.5,good,107
68,2005,All Babes Want to Kill Me,"Comedy, Romance",4.0,okay,82
69,2005,Black Wine,Thriller,4.3,okay,88
70,2005,Dark Assassin,"Action, Thriller",3.3,okay,82
71,2006,Raising Flagg,Comedy,5.4,okay,103
72,2005,Love Thy Neighbor,"Comedy, Drama, Mystery",3.6,okay,89
73,2005,Funny Valentine,"Comedy, Romance",4.4,okay,90
74,2007,Along the Way,Drama,6.1,good,111
75,2006,Bobby,"Biography, Drama, History",7.0,good,117
76,2005,Les Boys IV,"Comedy, Sport",4.9,okay,121
77,2006,Happily N'Ever After,"Animation, Adventure, Come",4.5,okay,75
78,2005,Extreme Dating,"Action, Romance, Comedy",5.2,okay,96
79,2005,Tracks,"Drama, Crime",5.0,okay,92
80,2005,The Curse of the Were-Rabbit,"Animation, Adventure, Come",7.4,good,85
81,2010,Quantum Quest: A Cassini Space Odyssey,"Animation, Adventure, Sci-",4.9,okay,45
82,2006,Humko Tumse Pyaar Hai,"Drama, Romance",4.8,okay,128
83,2007,Romantik,"Drama, Romance",4.4,okay,100
84,2007,Die Unerzogenen,Drama,6.3,good,95
85,2005,Break a Leg,"Comedy, Drama, Thriller",5.1,okay,98
86,2005,Constellation,Drama,3.8,okay,96
87,2005,Because of Winn-Dixie,"Comedy, Drama, Family",6.3,good,106
88,2006,Cars,"Animation, Comedy, Family",7.1,good,117
89,2006,Mission: Impossible III,"Action, Adventure, Thrille",6.9,good,126
90,2005,A Sound of Thunder,"Action, Adventure, Horror",4.2,okay,101
91,2005,Sahara,"Action, Adventure, Comedy",6.0,good,124
92,2005,Thumbsucker,"Comedy, Drama",6.6,good,96
93,2005,El viento,"Drama, Romance",6.8,good,92
94,2008,Brothel,"Drama, Horror",4.1,okay,96
95,2005,Kingdom of Heaven,"Action, Adventure, Drama",7.2,good,144
96,2005,Blodsbröder,"Crime, Drama",2.8,bad,90
97,2006,30 Days,"Drama, Sport",3.8,okay,93
98,2005,Ze film,Comedy,5.4,okay,105
99,2006,Loving Annabelle,"Drama, Romance",6.3,good,77
100,2005,Los suicidas,Mystery,5.5,okay,80
101,2006,"Arrivederci amore, ciao","Crime, Drama, Thriller",6.9,good,107
102,2005,Sabah,"Comedy, Drama, Romance",6.8,good,86
103,2005,"Jesus, Mary and Joey","Comedy, Romance",4.8,okay,105
104,2005,Her Name Is Carla,"Drama, Thriller",5.0,okay,85
105,2005,The Great Raid,"Action, Drama, War",6.7,good,132
106,2010,In My Sleep,"Drama, Mystery, Thriller",5.5,okay,104
107,2006,Over the Hedge,"Animation, Adventure, Come",6.7,good,83
108,2005,The Bike Squad,"Comedy, Family",3.1,okay,79
109,2009,Coraline,"Animation, Drama, Fantasy",7.7,good,100
110,2005,Dirty Love,"Comedy, Romance",3.6,okay,91
111,2005,Lung do kei yuen,"Animation, Action, Adventu",4.9,okay,85
112,2005,My Suicidal Sweetheart,"Comedy, Drama",5.5,okay,115
113,2006,Neil's Party,"Comedy, Drama",4.8,okay,89
114,2005,Taj Mahal: An Eternal Love Story,"Drama, History, Musical",5.2,okay,164
115,2006,The Creature of the Sunny Side Up Trailer Park,"Comedy, Horror, Mystery",3.9,okay,105
116,2007,Marigold,"Comedy, Romance",4.8,okay,110
117,2005,xXx: State of the Union,"Action, Adventure, Crime",4.4,okay,101
118,2005,Harry Potter and the Goblet of Fire,"Adventure, Family, Fantasy",7.7,good,157
119,2007,Intergalactic Combat,"Action, Adventure, Sci-Fi",5.9,okay,90
120,2006,Satan's Playground,Horror,3.3,okay,81
121,2005,Man of the House,"Comedy, Crime",5.4,okay,100
122,2005,Fever Pitch,"Comedy, Drama, Romance",6.2,good,104
123,2005,Antikörper,"Crime, Drama, Horror",7.0,good,127
124,2005,Dot.Kill,"Crime, Drama, Thriller",4.7,okay,87
125,2005,Keep Your Distance,"Drama, Mystery, Romance",5.2,okay,94
126,2005,Zerkalnye voyny. Otrazhenie pervoe,"Action, Crime, Drama",2.9,bad,109
127,2005,The Trouble with Men and Women,"Drama, Romance",4.7,okay,80
128,2005,Sledge: The Untold Story,"Action, Comedy, Musical",3.5,okay,83
129,2007,Broke Sky,"Drama, Mystery, Thriller",6.3,good,97
130,2007,Live Free or Die Hard,"Action, Thriller",7.1,good,128
131,2007,Lucky You,"Drama, Romance, Sport",5.9,okay,124
132,2005,Nowhere Man,"Comedy, Crime, Drama",3.7,okay,78
133,2005,Shopgirl,"Drama, Romance",6.3,good,106
134,2005,Diamond Zero,"Sci-Fi, Action, Comedy",4.3,okay,85
135,2005,Beauty and the Beast,"Action, Adventure, Family",4.1,okay,90
136,2006,Goose on the Loose,"Adventure, Comedy, Family",4.3,okay,87
137,2005,The Magic Roundabout,"Animation, Adventure, Come",5.2,okay,85
138,2005,Daltry Calhoun,"Comedy, Drama, Music",5.1,okay,100
139,2005,Strike the Tent,"Action, Biography, Drama",5.3,okay,96
140,2006,The Drop,"Action, Adventure, Fantasy",2.3,bad,88
141,2005,Hostage,"Action, Crime, Drama",6.6,good,113
142,2005,Self Medicated,"Biography, Drama",5.7,okay,107
143,2005,Unleashed,"Action, Crime, Drama",7.0,good,103
144,2005,Dear Wendy,"Comedy, Crime, Drama",6.6,good,105
145,2005,Manderlay,Drama,7.3,good,139
146,2005,The PianoTuner of EarthQuakes,"Drama, Fantasy, Music",6.3,good,99
147,2005,Äideistä parhain,"Drama, War",7.6,good,111
148,2005,Fugitives Run,Comedy,3.1,okay,83
149,2006,The Good Shepherd,"Drama, History, Thriller",6.7,good,167
150,2005,The Lost City,"Drama, Romance",6.6,good,144
151,2006,Arthur et les Minimoys,"Animation, Adventure, Fami",6.0,good,94
152,2006,Open Window,Drama,6.1,good,97
153,2007,Machine,"Crime, Drama",2.7,bad,90
154,2005,Mangal Pandey: The Rising,"Biography, Drama, History",6.6,good,150
155,2009,Blood and Bone,"Action, Crime, Drama",6.7,good,93
156,2007,"So, You've Downloaded a Demon","Comedy, Horror",5.3,okay,90
157,2006,Superman Returns,"Action, Sci-Fi",6.0,good,154
158,2005,Waiting...,Comedy,6.8,good,94
159,2005,Asylum,"Drama, Romance, Thriller",6.1,good,99
160,2005,Die You Zombie Bastards!,"Comedy, Fantasy, Horror",4.4,okay,97
161,2006,Freedomland,"Crime, Drama, Mystery",5.1,okay,113
162,2005,Netaji Subhas Chandra Bose: The Forgotten Hero,"Biography, Drama, History",7.5,good,208
163,2005,Slaughterhouse of the Rising Sun,"Comedy, Horror",3.7,okay,82
164,2006,Tajnata kniga,Drama,5.9,okay,94
165,2005,An Unfinished Life,"Drama, Family, Romance",7.0,good,108
166,2005,Zwarte zwanen,Drama,6.3,good,95
167,2005,Madagascar,"Animation, Adventure, Come",6.9,good,86
168,2005,Tweek City,Drama,4.0,okay,86
169,2005,Cinderella Man,"Biography, Drama, History",8.0,good,144
170,2006,Full Clip,"Action, Thriller",3.2,okay,95
171,2005,The Crow: Wicked Prayer,"Action, Adventure, Comedy",3.0,okay,99
172,2006,Day of Wrath,"Action, Adventure, Crime",5.5,okay,109
173,2009,El libro de piedra,"Drama, Fantasy, Horror",4.0,okay,84
174,2006,Der Liebeswunsch,"Drama, Romance",5.6,okay,112
175,2007,Fighting Words,"Drama, Romance",4.7,okay,89
176,2005,The Game of Their Lives,"Drama, History, Sport",6.1,good,101
177,2006,La science des rêves,"Comedy, Drama, Fantasy",7.3,good,105
178,2005,The Brothers Grimm,"Action, Adventure, Comedy",5.9,okay,118
179,2005,The Illustrated Family Doctor,"Comedy, Drama, Fantasy",5.8,okay,102
180,2005,Lords of Dogtown,"Biography, Drama, Sport",7.1,good,107
181,2006,"Wood & Stock: Sexo, Orégano e Rock'n'Roll","Animation, Comedy",6.2,good,81
182,2005,The Family Stone,"Comedy, Drama, Romance",6.3,good,103
183,2005,Mr. & Mrs. Smith,"Action, Comedy, Crime",6.5,good,120
184,2005,The Ballad of Jack and Rose,Drama,6.6,good,112
185,2005,Rx,"Thriller, Crime, Romance",5.4,okay,89
186,2005,Elektra,"Action, Adventure, Crime",4.7,okay,97
187,2005,Boogeyman,"Drama, Horror, Mystery",4.2,okay,89
188,2007,The Chosen One,"Animation, Action, Comedy",5.3,okay,79
189,2008,The Flyboys,"Action, Adventure, Drama",6.9,good,118
190,2005,Dr. Rage,"Horror, Thriller",2.6,bad,88
191,2005,Robots,"Animation, Adventure, Come",6.3,good,91
192,2005,Walk the Line,"Biography, Drama, Music",7.8,good,136
193,2005,Into the Sun,"Action, Thriller",4.4,okay,97
194,2005,Ainoa,"Adventure, Sci-Fi",4.9,okay,95
195,2006,Agua,Drama,6.0,good,89
196,2005,Silence Becomes You,"Drama, Horror, Mystery",4.3,okay,88
197,2005,Standing Still,"Comedy, Drama, Romance",5.7,okay,90
198,2006,10th & Wolf,"Crime, Drama, Thriller",6.3,good,107
199,2005,Constantine,"Action, Fantasy, Horror",7.0,good,121
200,2005,King Kong,"Action, Adventure, Drama",7.2,good,187
201,2005,Valiant,"Animation, Adventure, Come",5.5,okay,76
202,2008,Delgo,"Animation, Adventure, Come",4.3,okay,94
203,2005,Happy Endings,"Comedy, Drama, Music",6.3,good,128
204,2005,Duma,"Adventure, Drama, Family",7.2,good,100
205,2007,Kottentail,"Comedy, Horror",3.8,okay,77
206,2009,Inglourious Basterds,"Adventure, Drama, War",8.3,good,153
207,2006,Lurking in Suburbia,Comedy,5.9,okay,87
208,2007,Regresados,Drama,6.7,good,95
209,2006,Scary Movie 4,Comedy,5.0,okay,83
210,2005,Son of the Mask,"Comedy, Family, Fantasy",2.2,bad,94
211,2006,Ne le dis à personne,"Crime, Drama, Mystery",7.5,good,131
212,2009,The Box,"Drama, Fantasy, Mystery",5.5,okay,115
213,2005,Hermanas,Drama,6.5,good,88
214,2005,Monobloc,Drama,4.8,okay,83
215,2008,Christmas on Mars,"Music, Sci-Fi",5.4,okay,83
216,2005,Bewafaa,"Drama, Romance",4.3,okay,149
217,2005,Bigger Than the Sky,"Comedy, Drama, Romance",5.9,okay,106
218,2005,"The Chronicles of Narnia: The Lion, the Witch and t","Adventure, Family, Fantasy",6.9,good,143
219,2005,Lovesick,"Drama, Romance",3.4,okay,93
220,2008,Lymelife,"Comedy, Drama, Romance",6.9,good,95
221,2005,Le promeneur du Champ de Mars,"Biography, Drama",7.1,good,116
222,2005,The Gingerdead Man,"Comedy, Fantasy, Horror",3.4,okay,70
223,2005,Neo Ned,"Drama, Romance",7.1,good,97
224,2005,The Unknown,"Thriller, Action, Adventur",3.4,okay,85
225,2006,Whirlygirl,"Drama, Romance",5.8,okay,99
226,2006,Art School Confidential,"Comedy, Drama, Romance",6.3,good,102
227,2008,Babylon A.D.,"Action, Adventure, Sci-Fi",5.6,okay,90
228,2005,Dating Games People Play,"Comedy, Romance",5.0,okay,95
229,2005,Man with the Screaming Brain,"Adventure, Comedy, Sci-Fi",5.6,okay,90
230,2005,Las mantenidas sin sueños,"Comedy, Drama",6.9,good,97
231,2005,The Matador,"Comedy, Crime, Thriller",6.7,good,96
232,2007,Filmatron,Sci-Fi,7.0,good,92
233,2008,Der rote Baron,"Action, Adventure, Biograp",6.4,good,106
234,2005,Revolver,"Action, Crime, Drama",6.4,good,111
235,2005,Syriana,"Drama, Thriller",6.9,good,128
236,2006,Tenacious D in The Pick of Destiny,"Adventure, Comedy, Music",6.8,good,93
237,2005,San wa,"Action, Adventure, Comedy",6.1,good,122
238,2007,Uncle P,Comedy,3.4,okay,88
239,2005,The Upside of Anger,"Comedy, Drama",6.8,good,118
240,2009,Whiteout,"Action, Crime, Horror",5.5,okay,101
241,2006,Stalin,"Action, Drama",5.9,okay,168
242,2005,Géminis,Drama,6.0,good,85
243,2006,Happy Feet,"Animation, Adventure, Come",6.4,good,108
244,2005,The Jacket,"Drama, Fantasy, Mystery",7.1,good,103
245,2005,Lethal,"Action, Drama",2.5,bad,90
246,2005,Mirrormask,"Adventure, Fantasy",6.8,good,101
247,2006,Shortbus,"Comedy, Drama",6.4,good,101
248,2005,Sorstalanság,"Drama, Romance, War",6.9,good,140
249,2005,The Squid and the Whale,"Comedy, Drama",7.3,good,81
250,2006,Sea of Dreams,"Drama, Fantasy, Mystery",6.3,good,99
251,2005,Charlie and the Chocolate Factory,"Adventure, Comedy, Family",6.6,good,115
252,2005,Deuce Bigalow: European Gigolo,Comedy,4.7,okay,83
253,2005,Hallesche Kometen,Drama,6.7,good,83
254,2008,Indiana Jones and the Kingdom of the Crystal Skull,"Action, Adventure",6.1,good,122
255,2007,Hannibal Rising,"Adventure, Crime, Drama",6.2,good,121
256,2005,Romance & Cigarettes,"Comedy, Musical, Romance",6.3,good,105
257,2005,Trouble,Thriller,5.8,okay,98
258,2005,Echoes of Innocence,"Romance, Thriller",5.2,okay,118
259,2008,Possession,"Drama, Horror, Mystery",5.6,okay,85
260,2005,Americano,"Comedy, Romance",6.1,good,95
261,2005,Are We There Yet?,"Adventure, Comedy, Family",4.7,okay,95
262,2005,Crab Orchard,"Drama, Family, Comedy",4.4,okay,90
263,2005,Elizabethtown,"Comedy, Drama, Romance",6.4,good,123
264,2007,I'm Not There,"Biography, Drama, Music",6.9,good,135
265,2005,The Lazarus Child,"Drama, Horror",5.0,okay,93
266,2005,Separate Lies,"Crime, Drama, Romance",6.4,good,85
267,2005,Alone in the Dark,"Action, Horror, Sci-Fi",2.4,bad,96
268,2005,Bal-Can-Can,"Action, Adventure, Comedy",7.7,good,89
269,2008,The Horror Vault,"Horror, Thriller",4.4,okay,111
270,2008,Four Christmases,"Comedy, Drama, Romance",5.6,okay,88
271,2005,Fun with Dick and Jane,"Comedy, Crime",6.1,good,90
272,2005,Monster-in-Law,"Comedy, Romance",5.5,okay,101
273,2007,AFR,Drama,5.2,okay,83
274,2005,Strangers with Candy,Comedy,6.0,good,97
275,2006,Ultraviolet,"Action, Adventure, Crime",4.4,okay,88
276,2007,32A,Drama,6.6,good,89
277,2005,Shooting Livien,"Drama, Music, Romance",5.4,okay,90
278,2005,Stay,"Drama, Mystery, Thriller",6.8,good,99
279,2005,Tetsujin niju-hachigo,"Action, Adventure, Fantasy",5.2,okay,113
280,2005,Window Theory,"Comedy, Drama, Romance",3.9,okay,87
281,2006,Astérix et les Vikings,"Animation, Adventure, Come",6.0,good,78
282,2005,Beneath Still Waters,"Drama, Fantasy, Horror",3.8,okay,96
283,2005,Chicken Little,"Animation, Adventure, Come",5.7,okay,81
284,2005,Forbidden Warrior,"Adventure, Action, Fantasy",3.5,okay,91
285,2005,The Hitchhiker's Guide to the Galaxy,"Adventure, Comedy, Sci-Fi",6.7,good,109
286,2005,The Zodiac,"Crime, Drama, Horror",5.4,okay,92
287,2008,Iron Man,"Action, Adventure, Sci-Fi",7.9,good,126
288,2005,La monja,"Drama, Horror, Thriller",4.0,okay,101
289,2005,Secuestro express,"Action, Crime, Drama",6.5,good,90
290,2007,The Devil's Muse,"Crime, Drama, Horror",3.9,okay,99
291,2005,Adam & Steve,"Comedy, Drama, Music",5.9,okay,99
292,2005,Guess Who,"Comedy, Romance",5.9,okay,105
293,2005,Dinotopia: Quest for the Ruby Sunstone,"Animation, Adventure, Come",5.2,okay,75
294,2005,Iowa,"Crime, Drama",5.0,okay,104
295,2005,Sex Sells: The Making of 'Touché',"Comedy, Romance",4.8,okay,96
296,2005,The Wedding Date,"Comedy, Romance",6.2,good,90
297,2005,Batman Begins,"Action, Adventure",8.2,good,140
298,2007,D-War,"Action, Drama, Fantasy",3.5,okay,90
299,2005,The Extra,"Comedy, Romance",5.1,okay,96
300,2006,Holla,Horror,3.5,okay,86
301,2008,In Your Dreams,"Comedy, Fantasy, Romance",5.4,okay,100
302,2008,Journey to the Center of the Earth,"Action, Adventure, Family",5.8,okay,93
303,2007,Red Is the Color of,"Comedy, Drama, Romance",4.9,okay,87
304,2005,Underclassman,"Action, Comedy, Crime",4.3,okay,95
305,2005,The Wendell Baker Story,"Comedy, Drama, Romance",5.6,okay,99
306,2005,Where the Truth Lies,"Crime, Drama, Mystery",6.5,good,107
307,2005,Kiss Kiss Bang Bang,"Action, Comedy, Crime",7.5,good,103
308,2005,Casa de Areia,Drama,7.4,good,115
309,2005,"Cinema, Aspirinas e Urubus","Adventure, Drama",7.4,good,99
310,2005,Der Clown,"Action, Crime, Thriller",4.4,okay,104
311,2007,Halloween,Horror,6.1,good,109
312,2007,Harry Potter and the Order of the Phoenix,"Action, Adventure, Family",7.5,good,138
313,2006,Rampage: The Hillside Strangler Murders,"Crime, Drama, Thriller",4.3,okay,85
314,2005,The Honeymooners,"Comedy, Drama, Family",3.3,okay,90
315,2005,The Interpreter,"Crime, Mystery, Thriller",6.4,good,128
316,2005,Khullam Khulla Pyaar Karen,Comedy,4.2,okay,155
317,2006,Libertas,"Biography, Drama, History",5.8,okay,130
318,2005,Köshpendiler,"Drama, History, War",5.9,okay,112
319,2005,Replica,"Romance, Thriller",1.6,bad,66
320,2005,Searching for Bobby D,"Adventure, Comedy",4.8,okay,105
321,2005,Turetskiy gambit,"War, Action, Adventure",7.0,good,208
322,2005,Bewitched,"Comedy, Fantasy, Romance",4.8,okay,102
323,2007,Captivity,"Crime, Drama, Horror",4.7,okay,96
324,2008,Che: Part Two,"Biography, Drama, History",6.9,good,135
325,2005,Lenny the Wonder Dog,"Adventure, Comedy, Family",3.3,okay,84
326,2007,Home Sick,Horror,4.7,okay,89
327,2009,Malice in Wonderland,"Adventure, Drama, Fantasy",6.0,good,87
328,2005,On the One,"Comedy, Drama, Musical",5.4,okay,103
329,2005,Remedy,"Crime, Drama",4.1,okay,82
330,2006,Tristan + Isolde,"Action, Drama, Romance",6.8,good,125
331,2007,The Deep Below,"Adventure, Thriller",4.1,okay,85
332,2005,White Noise,"Drama, Horror, Mystery",5.5,okay,101
333,2005,You and Your Stupid Mate,Comedy,3.9,okay,85
334,2009,Astro Boy,"Animation, Action, Comedy",6.3,good,94
335,2005,Black,Drama,8.2,good,122
336,2006,Gray Matters,"Comedy, Romance",5.8,okay,96
337,2005,Racing Stripes,"Adventure, Comedy, Drama",5.2,okay,102
338,2005,Rebound,"Comedy, Family, Sport",5.1,okay,86
339,2005,Anniyan,"Action, Drama, Thriller",8.2,good,181
340,2005,The Shadow Dancer,"Comedy, Drama, Romance",6.7,good,100
341,2005,Slow Burn,"Drama, Mystery, Thriller",5.8,okay,93
342,2005,Vida y color,Drama,6.1,good,90
343,2005,Colour Me Kubrick: A True...ish Story,"Comedy, Drama",6.1,good,86
344,2005,Frozen,Thriller,5.8,okay,90
345,2005,Guy in Row Five,Comedy,6.0,good,97
346,2005,Pizza,Comedy,5.7,okay,80
347,2006,X-Men: The Last Stand,"Action, Sci-Fi",6.7,good,104
348,2005,The Californians,Drama,4.8,okay,87
349,2006,I'll Believe You,"Comedy, Sci-Fi",5.6,okay,82
350,2005,Hollywood Flies,"Crime, Drama",4.5,okay,95
351,2005,Proof,"Drama, Mystery",6.7,good,100
352,2005,The Ring Two,"Horror, Mystery, Thriller",5.4,okay,110
353,2005,Three,"Drama, Romance, Thriller",4.9,okay,95
354,2006,A-List,"Comedy, Drama",5.9,okay,98
355,2005,Be Cool,"Comedy, Crime, Drama",5.6,okay,118
356,2005,Don't Come Knocking,"Drama, Music",6.6,good,122
357,2005,The Dukes of Hazzard,Comedy,5.1,okay,104
358,2005,Erosion,"Drama, Mystery, Romance",4.4,okay,100
359,2005,Into the Blue,"Action, Adventure, Crime",5.8,okay,110
360,2005,Left for Dead,"Action, Adventure, Crime",3.5,okay,105
361,2005,Piggy Banks,"Crime, Drama",5.4,okay,87
362,2005,Schneeland,"Drama, Romance",6.8,good,142
363,2007,Tali-Ihantala 1944,"Drama, History, War",5.8,okay,117
364,2005,Target of Opportunity,"Action, Drama",3.8,okay,88
365,2005,Dead Fish,"Action, Comedy, Thriller",5.4,okay,98
366,2005,Ghosts Never Sleep,Drama,4.3,okay,85
367,2005,Bailey's Billion$,"Comedy, Family",3.9,okay,90
368,2005,Capote,"Biography, Crime, Drama",7.3,good,114
369,2005,Serenity,"Action, Adventure, Sci-Fi",7.8,good,119
370,2008,Leatherheads,"Comedy, Drama, Romance",6.0,good,114
371,2007,Savage Grace,Drama,5.8,okay,97
372,2006,The Woods,"Horror, Mystery, Thriller",5.7,okay,91
373,2005,Back in the Day,"Action, Crime, Drama",4.4,okay,103
374,2008,Carlston za Ognjenku,"Comedy, Drama, Fantasy",6.9,good,86
375,2005,Goal!,"Drama, Romance, Sport",6.7,good,118
376,2009,The Lovely Bones,"Drama, Fantasy, Thriller",6.7,good,135
377,2005,Oliver Twist,"Crime, Drama",6.8,good,130
378,2005,The Perfect Man,"Comedy, Family, Romance",5.5,okay,100
379,2005,Pogled sa Ajfelovog tornja,"Drama, Romance",4.7,okay,92
380,2005,Winter Passing,"Comedy, Drama",6.3,good,98
381,2005,Une aventure,"Drama, Romance",5.0,okay,100
382,2006,Casino Royale,"Action, Adventure, Thrille",8.0,good,144
383,2006,Kruistocht in spijkerbroek,"Adventure, Family, Fantasy",6.1,good,125
384,2005,Flirt,"Romance, Comedy",5.8,okay,90
385,2006,Kisses and Caroms,Comedy,4.4,okay,81
386,2005,The Last Sign,"Drama, Fantasy, Romance",3.3,okay,91
387,2005,Pretty Persuasion,"Comedy, Drama",6.5,good,104
388,2005,Slipstream,"Action, Sci-Fi, Thriller",4.5,okay,89
389,2005,Vers le sud,Drama,6.3,good,108
390,2007,Tijuana Makes Me Happy,"Comedy, Drama, Romance",6.4,good,79
391,2007,3:10 to Yuma,"Action, Crime, Drama",7.7,good,122
392,2009,Cargo,"Mystery, Sci-Fi, Thriller",6.2,good,112
393,2006,Curious George,"Animation, Adventure, Come",6.5,good,87
394,2005,The Good Humor Man,"Drama, Romance",6.0,good,112
395,2005,Heights,"Drama, Romance",6.9,good,93
396,2005,Hide and Seek,"Drama, Horror, Mystery",6.0,good,101
397,2005,La historia del baúl rosado,"Crime, Drama, Mystery",6.2,good,97
398,2006,The Penalty King,Comedy,5.5,okay,90
399,2005,Rosario Tijeras,"Crime, Drama, Romance",6.3,good,126
400,2005,Vet hard,"Action, Comedy, Crime",6.2,good,88
401,2005,Things to Do Before You're 30,"Comedy, Drama, Romance",5.6,okay,101
402,2005,Die Bluthochzeit,"Action, Comedy, Drama",6.6,good,92
403,2006,The Da Vinci Code,"Mystery, Thriller",6.6,good,149
404,2005,Dallas Pashamende,Drama,6.5,good,93
405,2005,Dark Water,"Drama, Horror, Mystery",5.6,okay,105
406,2006,Jindabyne,"Crime, Drama, Mystery",6.3,good,123
407,2005,Look Both Ways,"Drama, Mystery, Romance",7.0,good,100
408,2005,Little Fish,"Crime, Drama, Romance",6.2,good,114
409,2005,Planetfall,"Action, Sci-Fi, Western",3.0,okay,90
410,2007,Ratatouille,"Animation, Adventure, Come",8.0,good,111
411,2005,Kameleon 2,"Adventure, Comedy, Family",5.9,okay,105
412,2005,Stealth,"Action, Adventure, Sci-Fi",5.1,okay,121
413,2008,"Synecdoche, New York","Comedy, Drama",7.6,good,124
414,2005,Vom Suchen und Finden der Liebe,"Comedy, Drama, Music",5.7,okay,107
415,2006,Zoom,"Action, Adventure, Comedy",4.3,okay,83
416,2008,Kalandorok,"Comedy, Drama",6.5,good,100
417,2007,Dolina,Drama,5.5,okay,122
418,2006,The Pink Panther,"Adventure, Comedy, Crime",5.6,okay,93
