,year,title,genre,avg_vote,movie_rating,duration
2070,2006,Aryan: Unbreakable,"Action, Drama, Sport",4.5,okay,135
2071,2008,Bad Guys,"Action, Crime, Thriller",4.2,okay,90
2072,2006,Chingaari,Drama,4.7,okay,155
2073,2005,Chocolate: Deep Dark Secrets,"Crime, Drama, Mystery",4.8,okay,160
2074,2005,'D',"Crime, Drama, Thriller",6.8,good,107
2075,2006,Frostbiten,"Horror, Comedy",5.5,okay,98
2076,2005,Maine Gandhi Ko Nahin Mara,Drama,7.4,good,100
2077,2006,La raison du plus faible,"Crime, Drama, Thriller",6.9,good,116
2078,2005,Banyu Biru,Drama,6.3,good,78
2079,2006,Fair Play,"Action, Drama, Thriller",6.2,good,103
2080,2006,Amazing Grace,"Biography, Drama, History",7.4,good,118
2081,2005,Bloodshed,"Horror, Thriller",3.2,okay,82
2082,2005,Bubble,"Crime, Drama, Mystery",6.6,good,73
2083,2005,Come as You Are,Comedy,2.7,bad,84
2084,2006,Flyboys,"Action, Drama, History",6.5,good,140
2085,2006,Broken,"Horror, Thriller",4.7,okay,110
2086,2006,The Hills Have Eyes,"Horror, Thriller",6.4,good,107
2087,2006,Inside Man,"Crime, Drama, Mystery",7.6,good,129
2088,2006,The Last Winter,"Horror, Mystery, Thriller",5.6,okay,101
2089,2005,Liebes Spiel,Drama,6.1,good,86
2090,2006,Journey to the End of the Night,"Crime, Drama, Thriller",5.8,okay,88
2091,2006,Look @ Me,Thriller,3.0,okay,92
2092,2005,Lost and Found,"Animation, Drama",6.2,good,99
2093,2005,Night of the Dog,"Adventure, Comedy, Romance",6.9,good,86
2094,2005,Ru guo · Ai,"Drama, Musical, Romance",6.8,good,108
2095,2005,Polly Blue Eyes,"Comedy, Crime, Romance",5.9,okay,101
2096,2006,Pulse,"Horror, Sci-Fi",4.8,okay,90
2097,2006,The Pursuit of Happyness,"Biography, Drama",8.0,good,117
2098,2006,Requiem,"Drama, Horror",6.9,good,93
2099,2006,Roman,"Drama, Thriller",5.5,okay,92
2100,2008,The Sensei,"Action, Drama, Sport",6.6,good,103
2101,2006,She's the Man,"Comedy, Romance, Sport",6.3,good,105
2102,2007,Taking 5,"Comedy, Family, Music",5.7,okay,90
2103,2006,Turistas,"Horror, Mystery, Thriller",5.4,okay,93
2104,2006,Let's Go to Prison,"Comedy, Crime",6.0,good,84
2105,2005,Aislados,Comedy,6.5,good,80
2106,2005,L'anniversaire,Comedy,5.1,okay,100
2107,2005,H6: Diario de un asesino,"Crime, Horror, Thriller",4.5,okay,92
2108,2005,Han cheng gong lüe,"Drama, Comedy, Action",5.6,okay,95
2109,2005,Gin gwai 10,"Comedy, Horror",4.7,okay,86
2110,2005,Kirikou et les bêtes sauvages,"Animation, Adventure, Fami",6.6,good,75
2111,2005,Saam cha hau,"Action, Crime",5.9,okay,101
2112,2005,29th and Gay,Comedy,5.0,okay,84
2113,2005,Aaru,"Action, Thriller",5.6,okay,168
2114,2007,Aqua Teen Hunger Force Colon Movie Film for Theater,"Animation, Action, Adventu",6.7,good,86
2115,2006,The Breed,"Action, Adventure, Comedy",5.1,okay,91
2116,2006,Comeback Season,"Comedy, Romance",5.9,okay,99
2117,2010,The Crazies,"Horror, Thriller",6.5,good,101
2118,2005,The Final Patient,"Horror, Thriller",4.2,okay,100
2119,2006,Garfield: A Tale of Two Kitties,"Animation, Comedy, Family",5.0,okay,82
2120,2006,The House of Usher,"Drama, Thriller",3.9,okay,81
2121,2008,How to Lose Friends & Alienate People,"Biography, Comedy, Drama",6.4,good,110
2122,2005,In za pûru,Comedy,6.8,good,101
2123,2005,Kame wa igai to hayaku oyogu,Comedy,6.6,good,90
2124,2005,Kanaa Kanden,"Romance, Thriller",6.7,good,146
2125,2006,The Kovak Box,"Mystery, Sci-Fi, Thriller",5.8,okay,102
2126,2006,The Last King of Scotland,"Biography, Drama, History",7.7,good,123
2127,2006,Madea's Family Reunion,"Comedy, Drama, Romance",5.2,okay,107
2128,2005,Nuvvostanante Nenoddantana,Romance,7.7,good,165
2129,2006,Outside Sales,Comedy,5.2,okay,90
2130,2005,Semishigure,"Drama, Romance",7.1,good,131
2131,2007,Dead Silence,"Horror, Mystery, Thriller",6.2,good,89
2132,2005,Sivakasi,"Action, Drama",5.2,okay,175
2133,2007,The Hunting Party,"Adventure, Comedy, Drama",6.8,good,101
2134,2007,Then She Found Me,"Comedy, Drama, Romance",6.0,good,100
2135,2008,Australia,"Adventure, Comedy, Drama",6.6,good,165
2136,2006,Vettaiyaadu Vilaiyaadu,"Action, Crime, Thriller",7.9,good,174
2137,2006,Ways of the Flesh,"Comedy, Drama",4.5,okay,99
2138,2006,When I Find the Ocean,"Drama, Family",4.1,okay,104
2139,2006,When a Stranger Calls,"Horror, Thriller",5.1,okay,87
2140,2005,The American Ruling Class,"Comedy, Music",6.9,good,88
2141,2007,Black Irish,Drama,7.0,good,95
2142,2007,The Bracelet of Bordeaux,"Family, Fantasy, Mystery",2.9,bad,99
2143,2005,Conventioneers,"Comedy, Romance",5.9,okay,95
2144,2006,Dead Man's Cards,"Action, Crime, Drama",5.5,okay,110
2145,2006,Eve of Understanding,Drama,5.4,okay,93
2146,2006,Goya's Ghosts,"Biography, Drama, History",6.9,good,113
2147,2006,The Groomsmen,"Comedy, Drama, Music",6.1,good,98
2148,2007,The Hitcher,"Crime, Thriller",5.6,okay,84
2149,2006,Hoboken Hollow,Horror,3.7,okay,98
2150,2006,John Tucker Must Die,"Comedy, Romance",5.7,okay,89
2151,2008,A House Divided,Drama,6.0,good,105
2152,2005,Nightmare,"Horror, Thriller",5.1,okay,111
2153,2006,The Elder Son,"Comedy, Drama",5.9,okay,87
2154,2006,Deaden,Action,4.3,okay,90
2155,2005,Raving Maniacs,Horror,3.8,okay,80
2156,2005,The Sobbing Stone,Mystery,1.4,bad,76
2157,2006,Surf School,"Comedy, Sport",2.1,bad,87
2158,2006,Waist Deep,"Action, Crime, Drama",5.9,okay,97
2159,2006,Anche libero va bene,Drama,7.4,good,108
2160,2006,Incontrôlable,Comedy,3.2,okay,88
2161,2006,La noche de los girasoles,"Crime, Drama, Thriller",7.1,good,123
2162,2005,O Coronel e o Lobisomem,Comedy,5.9,okay,106
2163,2005,Densha otoko,"Comedy, Romance",6.6,good,105
2164,2008,Os Desafinados,"Drama, Musical",6.1,good,139
2165,2006,Dikkenek,Comedy,6.9,good,84
2166,2006,Lage Raho Munna Bhai,"Comedy, Drama, Romance",8.1,good,144
2167,2005,Moartea domnului Lãzãrescu,"Comedy, Drama",7.9,good,153
2168,2005,Salaam Namaste,"Comedy, Drama, Romance",6.2,good,158
2169,2007,Caótica Ana,"Drama, Mystery, Romance",6.4,good,118
2170,2005,L'enfant,"Crime, Drama, Romance",7.5,good,95
2171,2009,Fakir of Venice,Drama,5.1,okay,87
2172,2006,Fight Club: Members Only,"Action, Crime",3.2,okay,140
2173,2006,Un mundo maravilloso,"Comedy, Drama, Thriller",6.9,good,118
2174,2005,Hwal,"Drama, Romance",7.2,good,90
2175,2006,Jaan-E-Mann: Let's Fall in Love... Again,"Drama, Musical, Romance",6.0,good,165
2176,2005,Kyaa Kool Hai Hum,"Comedy, Mystery",6.1,good,172
2177,2007,"Ma fille, mon ange","Crime, Drama, Thriller",6.1,good,85
2178,2005,Malas temporadas,Drama,6.3,good,115
2179,2005,Mr Ya Miss,"Comedy, Fantasy",3.6,okay,136
2180,2006,Grandma's Boy,Comedy,7.0,good,94
2181,2005,Nazar,Thriller,4.1,okay,138
2182,2005,Rinne,"Horror, Mystery",6.2,good,96
2183,2005,Qing hong,Drama,7.0,good,123
2184,2006,Va a ser que nadie es perfecto,"Comedy, Drama",5.9,okay,96
2185,2005,Yume no naka e,"Comedy, Drama",6.4,good,103
2186,2005,About Love,Romance,6.4,good,102
2187,2005,Bashing,Drama,6.9,good,82
2188,2005,Kamyu nante shiranai,Drama,6.9,good,115
2189,2005,Cidade Baixa,Drama,6.6,good,98
2190,2005,Dalkomhan insaeng,"Action, Drama",7.6,good,120
2191,2005,Fin de curso,Comedy,4.1,okay,90
2192,2005,Harrys döttrar,Drama,5.9,okay,106
2193,2008,Shin Kyûseishu densetsu Hokuto no Ken - Kenshirô de,"Animation, Action",7.0,good,83
2194,2006,Shin kyûseishu densetsu Hokuto no Ken: Raô den - Ju,"Animation, Action",6.8,good,95
2195,2005,Jambok-geunmu,"Action, Comedy, Crime",6.3,good,111
2196,2005,Jo sok,"Drama, Romance",6.6,good,107
2197,2005,Jumeogi unda,"Action, Drama, Sport",7.3,good,134
2198,2006,Knyaz Vladimir. Film pervyy,"Animation, Action, Drama",6.9,good,78
2199,2005,Mais Uma Vez Amor,"Romance, Comedy",5.6,okay,93
2200,2005,Muzhskoy sezon. Barkhatnaya revolyutsiya,"Action, Crime, Drama",3.2,okay,117
2201,2005,A Máquina,"Comedy, Drama, Romance",7.5,good,89
2202,2005,Sal de Prata,Drama,5.2,okay,97
2203,2005,Shou shen,"Crime, Mystery, Thriller",5.0,okay,92
2204,2005,Um Tiro no Escuro,"Crime, Thriller, Drama",6.3,good,105
2205,2006,New York Waiting,"Drama, Romance",6.4,good,93
2206,2006,Altered,"Horror, Sci-Fi, Thriller",5.6,okay,88
2207,2006,Are You Ready for Love?,Comedy,4.4,okay,87
2208,2007,Baby,"Crime, Drama, Thriller",5.5,okay,100
2209,2006,Striking Range,"Action, Thriller",3.8,okay,96
2210,2006,The Butterfly Effect 2,"Drama, Sci-Fi, Thriller",4.5,okay,92
2211,2006,Choking Man,Drama,5.9,okay,85
2212,2006,Church Ball,"Comedy, Sport",3.9,okay,91
2213,2006,Come Early Morning,"Drama, Romance",6.1,good,97
2214,2007,Dead Heist,"Action, Crime, Horror",3.8,okay,80
2215,2006,Down the P.C.H.,Drama,4.4,okay,95
2216,2006,Evil Behind You,"Action, Comedy, Sci-Fi",1.8,bad,90
2217,2009,From Mexico with Love,"Action, Drama, Sport",5.1,okay,96
2218,2005,The Hole Story,Comedy,5.6,okay,82
2219,2005,Jai Chiranjeeva,"Action, Comedy, Drama",5.8,okay,174
2220,2009,Land of the Lost,"Action, Adventure, Comedy",5.3,okay,102
2221,2007,Mr. Magorium's Wonder Emporium,"Comedy, Family, Fantasy",6.2,good,93
2222,2006,Pan's Labyrinth,"Drama, Fantasy, War",8.2,good,118
2223,2007,Perfect Stranger,"Crime, Drama, Horror",5.7,okay,109
2224,2005,Play,"Drama, Romance",6.4,good,100
2225,2005,The Reception,"Comedy, Drama, Romance",5.8,okay,80
2226,2005,Il ritorno del Monnezza,Comedy,3.7,okay,93
2227,2005,Sheng si jie,Drama,6.5,good,90
2228,2005,Silent Partner,"Action, Crime",4.6,okay,96
2229,2006,The Standard,Drama,4.7,okay,88
2230,2006,Stormbreaker,"Action, Adventure, Family",5.1,okay,93
2231,2006,Nacho Libre,"Comedy, Family, Sport",5.7,okay,92
2232,2006,Scoop,"Comedy, Crime, Mystery",6.7,good,96
2233,2006,Walker Payne,Drama,6.0,good,117
2234,2005,The Work and the Glory II: American Zion,"Drama, Western",6.6,good,100
2235,2006,Fido,"Comedy, Drama, Horror",6.7,good,93
2236,2006,98 Octanas,"Adventure, Drama, Romance",4.2,okay,94
2237,2005,Bôkoku no îjisu,"Action, Drama, Thriller",5.5,okay,126
2238,2006,Efter brylluppet,Drama,7.7,good,120
2239,2007,Adventures of Johnny Tao,"Action, Adventure, Music",4.3,okay,90
2240,2005,The Blue Umbrella,"Comedy, Drama, Family",7.6,good,90
2241,2005,Ek Ajnabee,"Action, Crime, Drama",5.2,okay,142
2242,2006,Hell,Drama,5.0,okay,100
2243,2006,The Holiday,"Comedy, Romance",6.9,good,136
2244,2005,Home Delivery: Aapko... Ghar Tak,"Comedy, Romance",3.2,okay,151
2245,2006,Mixed Doubles,"Comedy, Drama",6.4,good,91
2246,2005,Nishijapon,Drama,7.1,good,140
2247,2007,Paruthiveeran,"Action, Drama, Romance",8.1,good,162
2248,2006,Provoked: A True Story,"Biography, Crime, Drama",6.5,good,113
2249,2005,Quanto Vale Ou É Por Quilo?,Drama,7.2,good,110
2250,2006,El ratón Pérez,"Animation, Adventure, Come",4.9,okay,90
2251,2005,Thambi,"Drama, Thriller",6.0,good,138
2252,2008,Tintorettor Jishu,"Adventure, Crime, Family",6.7,good,100
2253,2005,Ullam Ketkumae,Romance,7.1,good,156
2254,2006,Laitakaupungin valot,"Crime, Drama",6.9,good,78
2255,2006,Final Contract: Death on Delivery,Action,5.2,okay,97
2256,2006,The Devil Wears Prada,"Comedy, Drama",6.9,good,109
2257,2006,Fast Track,"Comedy, Romance",5.5,okay,89
2258,2006,Right at Your Door,"Drama, Sci-Fi, Thriller",6.1,good,96
2259,2006,The Other Half,"Comedy, Romance",4.9,okay,94
2260,2009,Die Päpstin,"Drama, Romance",6.7,good,149
2261,2006,Simon Says,"Horror, Thriller",4.2,okay,87
2262,2005,Soldier of God,Drama,4.6,okay,94
2263,2007,"Teresa, el cuerpo de Cristo",Drama,4.7,okay,97
2264,2006,Turn Left,"Action, Adventure, Comedy",2.0,bad,75
2265,2009,"Io, Don Giovanni","Drama, History, Music",7.0,good,127
2266,2006,El cantante,"Biography, Drama, Music",5.5,okay,106
2267,2009,X-Men Origins: Wolverine,"Action, Adventure, Sci-Fi",6.6,good,107
2268,2005,Alice,Drama,7.4,good,102
2269,2007,Import Export,Drama,7.1,good,141
2270,2006,Nachbeben,Drama,6.8,good,96
2271,2006,Efectos secundarios,Comedy,6.6,good,111
2272,2005,La vie avec mon père,"Comedy, Drama",6.6,good,105
2273,2007,"Gandhi, My Father","Biography, Drama, History",7.3,good,136
2274,2005,Gie,"Biography, Drama",7.6,good,147
2275,2005,The Great Ecstasy of Robert Carmichael,"Crime, Drama",4.8,okay,96
2276,2006,Les irréductibles,"Comedy, Drama",5.6,okay,105
2277,2006,Ladrones y mentirosos,"Crime, Drama",6.5,good,114
2278,2007,Morirse está en Hebreo,Comedy,6.7,good,98
2279,2005,Pitbull,"Action, Crime, Drama",7.0,good,97
2280,2006,Pudhu Pettai,"Action, Crime, Drama",8.4,good,168
2281,2005,Thotti Jaya,Thriller,5.9,okay,145
2282,2007,Eklavya,"Action, Drama, Thriller",6.1,good,105
2283,2005,Zui hao de shi guang,"Drama, Romance",7.0,good,132
2284,2005,Kilomètre zéro,"Comedy, Drama, War",6.1,good,91
2285,2005,Ashura-jô no hitomi,"Action, Fantasy",5.9,okay,119
2286,2007,Boy s tenyu II. Revansh,"Action, Crime, Drama",5.9,okay,135
2287,2006,Kuldrannake,"Drama, Thriller",4.6,okay,90
2288,2006,Lady Chatterley,"Drama, Romance",6.7,good,168
2289,2005,Lifting de corazón,"Comedy, Drama, Romance",5.8,okay,93
2290,2007,Georg,"Biography, Drama, Music",6.6,good,105
2291,2007,Paragraf 78,"Action, Sci-Fi, Thriller",4.9,okay,88
2292,2005,Pervye na Lune,"Mystery, Sci-Fi",6.8,good,75
2293,2007,La reine soleil,Animation,5.7,okay,90
2294,2006,Svolochi,"Action, Drama, War",6.1,good,97
2295,2006,Transe,Drama,6.3,good,126
2296,2005,Paréntesis,Drama,6.7,good,97
2297,2006,Pretendiendo,"Comedy, Romance",6.0,good,118
2298,2006,Toi et moi,"Comedy, Drama, Romance",5.6,okay,90
2299,2005,Athbhutha Dweepu,"Adventure, Comedy, Fantasy",5.3,okay,127
2300,2005,L'audition,Drama,7.0,good,111
2301,2006,In a Dark Place,"Horror, Thriller",4.3,okay,95
2302,2005,Eilandgasten,Drama,5.8,okay,100
2303,2005,Eminescu versus Eminem,Comedy,6.7,good,80
2304,2005,Fix Alert,"Action, Drama",6.4,good,95
2305,2006,Juventude em Marcha,Drama,7.0,good,156
2306,2006,Kiltro,"Action, Comedy, Drama",5.7,okay,93
2307,2006,KM 31: Kilómetro 31,"Horror, Mystery, Thriller",5.3,okay,105
2308,2006,Der letzte Zug,"Drama, War",6.6,good,123
2309,2005,Maurice Richard,"Biography, Drama, Sport",7.6,good,124
2310,2005,Popsa,"Drama, Musical",6.2,good,111
2311,2005,Rappakal,"Comedy, Drama",7.1,good,137
2312,2006,Safety in Numbers,Horror,3.2,okay,90
2313,2006,Saippuaprinssi,"Comedy, Romance",5.3,okay,97
2314,2005,Udayon,"Action, Drama, Family",4.3,okay,180
2315,2006,The Work and the Glory III: A House Divided,"Drama, Western",6.7,good,89
2316,2006,Aces,"Action, Drama",2.4,bad,88
2317,2006,The Big Bad Swim,"Comedy, Romance, Sport",6.3,good,96
2318,2005,Blush,"Drama, Music, Romance",7.0,good,55
2319,2006,Caffeine,Comedy,5.5,okay,92
2320,2006,Cashback,"Comedy, Drama, Romance",7.2,good,102
2321,2008,Chaos Theory,"Comedy, Drama, Romance",6.7,good,87
2322,2008,The Coffin,"Horror, Thriller",4.2,okay,86
2323,2005,Crash Test Dummies,"Comedy, Drama",6.4,good,93
2324,2006,Cutting Room,"Comedy, Horror, Mystery",5.3,okay,83
2325,2006,Driftwood,"Horror, Mystery, Thriller",4.7,okay,90
2326,2010,Drunkboat,Drama,4.9,okay,98
2327,2007,In the Name of the King: A Dungeon Siege Tale,"Action, Adventure, Fantasy",3.8,okay,127
2328,2005,The Eyes of Van Gogh,"Biography, Drama",6.2,good,111
2329,2006,The Fall,"Adventure, Drama, Fantasy",7.9,good,117
2330,2006,Fast Food Nation,"Comedy, Drama, Romance",6.3,good,116
2331,2006,Final Move,Thriller,3.7,okay,91
2332,2005,Frankenstein Reborn,"Horror, Sci-Fi, Thriller",3.2,okay,84
2333,2007,Ghost Son,"Drama, Horror, Mystery",4.5,okay,97
2334,2008,The Great Buck Howard,"Comedy, Drama",6.4,good,90
2335,2007,Elf Bowling the Movie: The Great North Pole Elf Str,"Animation, Comedy, Fantasy",1.8,bad,82
2336,2006,Griffin & Phoenix,"Comedy, Drama, Romance",7.0,good,102
2337,2006,Inland Empire,"Drama, Mystery, Thriller",6.9,good,180
2338,2006,Judges,"Action, Adventure, Fantasy",3.2,okay,90
2339,2006,Killing Down,"Action, Thriller",3.9,okay,108
2340,2005,Kûchû teien,Drama,7.2,good,114
2341,2006,Life and Lyrics,"Drama, Music, Romance",5.4,okay,99
2342,2006,The Lonely Ones,Horror,4.3,okay,97
2343,2006,La maison du bonheur,Comedy,5.5,okay,99
2344,2007,The Moon and the Stars,"Drama, Romance, War",6.1,good,102
2345,2007,Night Skies,"Horror, Sci-Fi, Thriller",4.6,okay,85
2346,2005,Oktoberfest,Crime,6.1,good,120
2347,2005,Opa!,"Comedy, Romance",5.9,okay,100
2348,2005,Pervert!,"Comedy, Horror",4.5,okay,81
2349,2006,Played,"Crime, Drama, Thriller",4.4,okay,87
2350,2007,Prisoner,"Horror, Thriller",4.7,okay,95
2351,2006,The Sasquatch Gang,Comedy,6.3,good,86
2352,2009,The Ritual,"Drama, Horror",3.8,okay,114
2353,2006,TV: The Movie,Comedy,3.3,okay,86
2354,2006,The Truth,Comedy,5.8,okay,114
2355,2006,Unidentified,Sci-Fi,3.4,okay,85
2356,2006,Vallavan,"Romance, Thriller",4.6,okay,118
2357,2006,The Wind that Shakes the Barley,"Drama, War",7.5,good,127
2358,2005,Les états-Unis d'Albert,"Adventure, Comedy, Drama",5.9,okay,91
2359,2005,Cherm,"Crime, Drama, Romance",7.2,good,100
2360,2005,Cose da pazzi,Comedy,6.5,good,91
2361,2005,Ek Khiladi Ek Haseena,"Comedy, Crime, Thriller",5.8,okay,143
2362,2005,Kal: Yesterday and Tomorrow,"Drama, Mystery, Thriller",6.5,good,120
2363,2006,Pyare Mohan,"Action, Comedy, Crime",3.2,okay,130
2364,2005,Il mistero di Lovecraft - Road to L.,Thriller,5.6,okay,92
2365,2005,Hôrudo appu daun,Comedy,6.6,good,96
2366,2005,Yawarakai seikatsu,Drama,7.1,good,126
2367,2005,Umoregi,Drama,6.6,good,93
2368,2006,Warau Mikaeru,"Adventure, Comedy",5.4,okay,92
2369,2005,Whole New Thing,"Comedy, Drama",6.6,good,92
2370,2006,7 Zwerge - Der Wald ist nicht genug,"Comedy, Fantasy",4.1,okay,95
2371,2006,Vier Minuten,"Drama, Music",7.4,good,112
2372,2005,Rose,Drama,7.0,good,93
2373,2006,Skinwalkers,"Action, Fantasy, Horror",4.6,okay,110
2374,2006,Cut Sleeve Boys,"Comedy, Romance",6.1,good,86
2375,2005,Eri Eri rema sabakutani,"Drama, Music, Sci-Fi",6.5,good,107
2376,2007,Enchanted,"Animation, Comedy, Family",7.0,good,107
2377,2005,Geuk jang jeon,Drama,6.9,good,89
2378,2005,Lü cao di,"Comedy, Drama",6.6,good,102
2379,2005,Unter dem Eis,Drama,6.8,good,92
2380,2005,Unmei janai hito,"Comedy, Drama, Romance",7.7,good,98
2381,2005,15,"Action, Drama",5.7,okay,95
2382,2005,7 vírgenes,"Crime, Drama",6.3,good,86
2383,2006,Bolletjes blues!,"Music, Musical, Romance",5.2,okay,92
2384,2005,Bølle Bob og Smukke Sally,"Family, Musical",2.6,bad,72
2385,2006,Don,"Action, Crime, Thriller",7.2,good,171
2386,2006,Everything's Gone Green,"Comedy, Crime",6.1,good,95
2387,2006,Invisible Waves,"Drama, Thriller",6.6,good,115
2388,2005,The Magician,"Crime, Drama",6.7,good,85
2389,2006,N (Io e Napoleone),"Comedy, History, War",6.3,good,100
2390,2007,"Romulus, My Father","Biography, Drama",6.6,good,104
2391,2006,Stranded,Drama,6.5,good,52
2392,2007,7eventy 5ive,"Horror, Thriller",4.6,okay,100
2393,2006,After...,"Horror, Thriller",3.1,okay,80
2394,2006,Backlash,"Action, Thriller",3.4,okay,87
2395,2005,The Beast of Bray Road,Horror,4.1,okay,80
2396,2006,Black Snake Moan,"Drama, Music",6.9,good,116
2397,2005,Bloodline,Drama,3.3,okay,88
2398,2005,Buy It Now,Drama,5.4,okay,58
2399,2008,Camille,"Comedy, Drama, Fantasy",6.0,good,94
2400,2007,Code Name: The Cleaner,"Action, Comedy, Crime",4.6,okay,84
2401,2006,Cobrador: In God We Trust,Drama,5.7,okay,92
2402,2009,Cold Storage,"Drama, Horror, Thriller",4.8,okay,96
2403,2006,El custodio,Drama,6.5,good,95
2404,2007,Daddy Day Camp,"Comedy, Family",3.1,okay,89
2405,2006,Automatons,"Horror, Sci-Fi",4.6,okay,83
2406,2005,Fair Game,Drama,2.6,bad,88
2407,2007,Flakes,Comedy,6.0,good,84
2408,2007,The Unknown Trilogy,"Drama, Horror, Sci-Fi",3.4,okay,90
2409,2007,Intervention,Drama,4.6,okay,93
2410,2006,VooDoo Curse: The Giddeh,Horror,2.4,bad,79
2411,2006,The Gigolos,Comedy,5.4,okay,95
2412,2007,Grindhouse,"Action, Horror, Thriller",7.5,good,191
2413,2006,The Hoax,"Comedy, Drama",6.7,good,116
2414,2006,How to Eat Fried Worms,"Comedy, Family",5.3,okay,80
2415,2005,Hula Gods,"Comedy, Romance",5.8,okay,83
2416,2006,Incubus,"Horror, Mystery, Thriller",3.0,okay,84
2417,2006,The Insatiable,"Comedy, Horror, Romance",5.2,okay,103
2418,2006,Joy Division,"Drama, War",6.2,good,105
2419,2006,LOL,"Comedy, Drama",4.6,okay,81
2420,2006,Larry the Cable Guy: Health Inspector,"Comedy, Romance",3.3,okay,89
2421,2007,The Last Legion,"Action, Adventure, War",5.4,okay,101
2422,2007,Bunny Whipped,Comedy,3.2,okay,91
2423,2006,Mentor,Drama,6.2,good,92
2424,2005,Mr. Dungbeetle,Comedy,5.1,okay,89
2425,2008,Outlander,"Action, Adventure, Fantasy",6.2,good,115
2426,2005,Penny Dreadful,"Horror, Thriller",5.9,okay,91
2427,2005,The Last Hangman,"Biography, Crime, Drama",7.4,good,90
2428,2006,Poultrygeist: Night of the Chicken Dead,"Comedy, Horror, Musical",6.1,good,103
2429,2006,Quarter Life Crisis,"Comedy, Drama, Romance",2.9,bad,90
2430,2008,Rambo,"Action, Thriller",7.0,good,92
2431,2006,Rescue Dawn,"Action, Adventure, Biograp",7.3,good,120
2432,2010,Satan Hates You,Horror,4.4,okay,94
2433,2007,Haunted Forest,Horror,3.6,okay,81
2434,2006,School for Scoundrels,Comedy,5.9,okay,100
2435,2007,The Simpsons Movie,"Animation, Adventure, Come",7.3,good,87
2436,2005,Song of Songs,Drama,4.6,okay,81
2437,2005,Tiempo de valientes,"Action, Comedy, Crime",7.6,good,112
2438,2006,The Tillamook Treasure,"Drama, Family",5.0,okay,107
2439,2006,Tomorrow Is Today,"Drama, Romance",6.8,good,98
2440,2006,The Treatment,"Comedy, Drama, Romance",5.8,okay,86
2441,2006,Step Up,"Crime, Drama, Music",6.5,good,104
2442,2007,Urchin,"Fantasy, Horror, Mystery",3.3,okay,105
2443,2007,Walk the Talk,"Comedy, Drama",5.5,okay,95
2444,2007,White Air,"Action, Drama, Sport",3.3,okay,81
2445,2006,Les brigades du Tigre,"Action, Adventure, Crime",5.8,okay,125
2446,2005,Frankie,Drama,5.9,okay,88
2447,2006,L'homme de sa vie,"Drama, Romance",6.6,good,114
2448,2005,Hyeol-eui-noo,"Mystery, Thriller",6.7,good,119
2449,2006,Le lièvre de Vatanen,"Comedy, Drama",5.2,okay,95
2450,2005,Na Verkhney Maslovke,Drama,7.0,good,115
2451,2005,Namgeuk-ilgi,"Horror, Mystery, Thriller",6.0,good,115
2452,2005,Stories of Lost Souls,"Comedy, Drama, Thriller",5.5,okay,90
2453,2005,Yeladim Tovim,"Crime, Drama, Romance",5.6,okay,75
2454,2006,Zayats nad bezdnoy,Comedy,6.2,good,90
2455,2007,Descent,"Drama, Thriller",4.8,okay,104
2456,2005,Southbounders,Drama,6.4,good,86
2457,2006,"You, Me and Dupree","Comedy, Romance",5.6,okay,110
2458,2006,La belle bête,Drama,5.7,okay,110
2459,2010,Federal,"Drama, Thriller",3.1,okay,91
2460,2006,Sök,Drama,4.7,okay,94
2461,2005,La mujer de mi hermano,Drama,6.1,good,89
2462,2008,La personne aux deux personnes,"Comedy, Fantasy, Music",5.7,okay,84
2463,2006,Transylvania,Drama,6.8,good,103
2464,2006,Un dimanche à Kigali,Drama,7.3,good,118
2465,2005,Bharathchandran I.P.S,"Action, Thriller",5.6,okay,120
2466,2006,L'ivresse du pouvoir,Drama,6.3,good,110
2467,2007,Jake's Closet,"Drama, Horror, Thriller",5.3,okay,93
2468,2005,Naran,"Action, Thriller",7.1,good,150
2469,2005,Nerariyan CBI,"Mystery, Thriller",5.8,okay,146
2470,2007,28 Weeks Later,"Drama, Horror, Sci-Fi",7.0,good,100
2471,2008,Astérix aux jeux olympiques,"Adventure, Comedy, Family",5.2,okay,116
2472,2007,Back in Business,"Adventure, Comedy, Family",4.1,okay,86
2473,2005,Be with Me,"Drama, Romance",7.0,good,93
2474,2006,Candy Stripers,"Horror, Sci-Fi",3.2,okay,89
2475,2005,Confessions of a Pit Fighter,"Action, Drama",4.2,okay,95
2476,2006,Two Tickets to Paradise,Comedy,5.5,okay,90
2477,2006,The Far Side of Jericho,Western,4.5,okay,99
2478,2006,The Fast and the Furious: Tokyo Drift,"Action, Crime, Thriller",6.0,good,104
2479,2005,Le filmeur,Drama,6.9,good,97
2480,2007,Freedom Writers,"Biography, Crime, Drama",7.5,good,123
2481,2007,G.P.S.,"Mystery, Thriller",3.9,okay,98
2482,2006,Grbavica,Drama,7.2,good,90
2483,2006,Hana yori mo naho,"Comedy, Drama",6.7,good,127
2484,2005,Harder They Fall,"Action, Drama, Sport",3.2,okay,103
2485,2008,The Lazarus Project,"Drama, Mystery, Thriller",6.1,good,100
2486,2006,The History Boys,"Comedy, Drama, Romance",6.8,good,109
2487,2006,Homie Spumoni,Comedy,4.5,okay,90
2488,2005,Le cactus,Comedy,5.4,okay,94
2489,2006,I'm Reed Fish,"Comedy, Drama, Romance",5.7,okay,93
