,date,city,price
6012,2008-10-01,IL-Chicago,145.48
6013,2008-10-01,MA-Boston,159.17
6014,2008-10-01,MI-Detroit,86.1
6015,2008-10-01,MN-Minneapolis,135.9
6016,2008-10-01,NC-Charlotte,128.02
6017,2008-10-01,NV-Las Vegas,142.74
6018,2008-10-01,NY-New York,189.66
6019,2008-10-01,OH-Cleveland,108.76
6020,2008-10-01,OR-Portland,166.44
6021,2008-10-01,TX-Dallas,120.5
6022,2008-10-01,WA-Seattle,170.4
6023,2008-10-01,Composite-10,169.67
6024,2008-10-01,Composite-20,158.0
6025,2008-10-01,National-US,159.19
6026,2008-11-01,AZ-Phoenix,130.5
6027,2008-11-01,CA-Los Angeles,175.85
6028,2008-11-01,CA-San Diego,155.47
6029,2008-11-01,CA-San Francisco,135.28
6030,2008-11-01,CO-Denver,127.66
6031,2008-11-01,DC-Washington,180.27
6032,2008-11-01,FL-Miami,169.62
6033,2008-11-01,FL-Tampa,160.86
6034,2008-11-01,GA-Atlanta,116.4
6035,2008-11-01,IL-Chicago,141.39
6036,2008-11-01,MA-Boston,155.03
6037,2008-11-01,MI-Detroit,83.42
6038,2008-11-01,MN-Minneapolis,132.9
6039,2008-11-01,NC-Charlotte,125.61
6040,2008-11-01,NV-Las Vegas,138.04
6041,2008-11-01,NY-New York,186.52
6042,2008-11-01,OH-Cleveland,107.43
6043,2008-11-01,OR-Portland,162.62
6044,2008-11-01,TX-Dallas,118.2
6045,2008-11-01,WA-Seattle,166.2
6046,2008-11-01,Composite-10,165.95
6047,2008-11-01,Composite-20,154.5
6048,2008-11-01,National-US,156.1
6049,2008-12-01,AZ-Phoenix,123.9
6050,2008-12-01,CA-Los Angeles,171.4
6051,2008-12-01,CA-San Diego,152.16
6052,2008-12-01,CA-San Francisco,130.12
6053,2008-12-01,CO-Denver,125.74
6054,2008-12-01,DC-Washington,175.56
6055,2008-12-01,FL-Miami,165.01
6056,2008-12-01,FL-Tampa,156.02
6057,2008-12-01,GA-Atlanta,113.0
6058,2008-12-01,IL-Chicago,137.16
6059,2008-12-01,MA-Boston,153.05
6060,2008-12-01,MI-Detroit,80.89
6061,2008-12-01,MN-Minneapolis,126.2
6062,2008-12-01,NC-Charlotte,122.37
6063,2008-12-01,NV-Las Vegas,131.4
6064,2008-12-01,NY-New York,183.45
6065,2008-12-01,OH-Cleveland,105.21
6066,2008-12-01,OR-Portland,158.5
6067,2008-12-01,TX-Dallas,115.4
6068,2008-12-01,WA-Seattle,160.1
6069,2008-12-01,Composite-10,162.09
6070,2008-12-01,Composite-20,150.5
6071,2008-12-01,National-US,152.57
6072,2009-01-01,AZ-Phoenix,117.1
6073,2009-01-01,CA-Los Angeles,166.55
6074,2009-01-01,CA-San Diego,148.26
6075,2009-01-01,CA-San Francisco,124.4
6076,2009-01-01,CO-Denver,122.33
6077,2009-01-01,DC-Washington,171.98
6078,2009-01-01,FL-Miami,158.97
6079,2009-01-01,FL-Tampa,149.26
6080,2009-01-01,GA-Atlanta,109.4
6081,2009-01-01,IL-Chicago,130.85
6082,2009-01-01,MA-Boston,150.73
6083,2009-01-01,MI-Detroit,77.47
6084,2009-01-01,MN-Minneapolis,120.4
6085,2009-01-01,NC-Charlotte,121.0
6086,2009-01-01,NV-Las Vegas,125.68
6087,2009-01-01,NY-New York,180.93
6088,2009-01-01,OH-Cleveland,102.89
6089,2009-01-01,OR-Portland,153.8
6090,2009-01-01,TX-Dallas,112.6
6091,2009-01-01,WA-Seattle,154.3
6092,2009-01-01,Composite-10,157.96
6093,2009-01-01,Composite-20,146.3
6094,2009-01-01,National-US,149.39
6095,2009-02-01,AZ-Phoenix,111.9
6096,2009-02-01,CA-Los Angeles,163.17
6097,2009-02-01,CA-San Diego,146.83
6098,2009-02-01,CA-San Francisco,120.35
6099,2009-02-01,CO-Denver,120.21
6100,2009-02-01,DC-Washington,168.05
6101,2009-02-01,FL-Miami,154.23
6102,2009-02-01,FL-Tampa,145.33
6103,2009-02-01,GA-Atlanta,106.6
6104,2009-02-01,IL-Chicago,126.38
6105,2009-02-01,MA-Boston,148.77
6106,2009-02-01,MI-Detroit,74.51
6107,2009-02-01,MN-Minneapolis,116.4
6108,2009-02-01,NC-Charlotte,119.04
6109,2009-02-01,NV-Las Vegas,121.11
6110,2009-02-01,NY-New York,177.84
6111,2009-02-01,OH-Cleveland,97.76
6112,2009-02-01,OR-Portland,150.88
6113,2009-02-01,TX-Dallas,112.2
6114,2009-02-01,WA-Seattle,152.1
6115,2009-02-01,Composite-10,154.61
6116,2009-02-01,Composite-20,143.1
6117,2009-02-01,National-US,147.65
6118,2009-03-01,AZ-Phoenix,106.9
6119,2009-03-01,CA-Los Angeles,160.89
6120,2009-03-01,CA-San Diego,144.58
6121,2009-03-01,CA-San Francisco,117.71
6122,2009-03-01,CO-Denver,120.37
6123,2009-03-01,DC-Washington,165.94
6124,2009-03-01,FL-Miami,148.75
6125,2009-03-01,FL-Tampa,141.48
6126,2009-03-01,GA-Atlanta,105.0
6127,2009-03-01,IL-Chicago,122.5
6128,2009-03-01,MA-Boston,145.83
6129,2009-03-01,MI-Detroit,70.94
6130,2009-03-01,MN-Minneapolis,109.5
6131,2009-03-01,NC-Charlotte,119.39
6132,2009-03-01,NV-Las Vegas,116.53
6133,2009-03-01,NY-New York,173.6
6134,2009-03-01,OH-Cleveland,96.86
6135,2009-03-01,OR-Portland,147.68
6136,2009-03-01,TX-Dallas,112.3
6137,2009-03-01,WA-Seattle,149.0
6138,2009-03-01,Composite-10,151.48
6139,2009-03-01,Composite-20,140.0
6140,2009-03-01,National-US,146.54
6141,2009-04-01,AZ-Phoenix,104.4
6142,2009-04-01,CA-Los Angeles,159.37
6143,2009-04-01,CA-San Diego,144.43
6144,2009-04-01,CA-San Francisco,118.46
6145,2009-04-01,CO-Denver,122.15
6146,2009-04-01,DC-Washington,167.3
6147,2009-04-01,FL-Miami,145.78
6148,2009-04-01,FL-Tampa,140.41
6149,2009-04-01,GA-Atlanta,105.4
6150,2009-04-01,IL-Chicago,122.37
6151,2009-04-01,MA-Boston,146.45
6152,2009-04-01,MI-Detroit,69.92
6153,2009-04-01,MN-Minneapolis,108.6
6154,2009-04-01,NC-Charlotte,118.69
6155,2009-04-01,NV-Las Vegas,112.4
6156,2009-04-01,NY-New York,170.69
6157,2009-04-01,OH-Cleveland,98.07
6158,2009-04-01,OR-Portland,146.85
6159,2009-04-01,TX-Dallas,114.3
6160,2009-04-01,WA-Seattle,149.3
6161,2009-04-01,Composite-10,150.44
6162,2009-04-01,Composite-20,139.2
6163,2009-04-01,National-US,146.97
6164,2009-05-01,AZ-Phoenix,103.5
6165,2009-05-01,CA-Los Angeles,159.18
6166,2009-05-01,CA-San Diego,145.06
6167,2009-05-01,CA-San Francisco,120.16
6168,2009-05-01,CO-Denver,123.78
6169,2009-05-01,DC-Washington,169.49
6170,2009-05-01,FL-Miami,144.59
6171,2009-05-01,FL-Tampa,140.35
6172,2009-05-01,GA-Atlanta,105.9
6173,2009-05-01,IL-Chicago,123.73
6174,2009-05-01,MA-Boston,148.77
6175,2009-05-01,MI-Detroit,70.05
6176,2009-05-01,MN-Minneapolis,109.8
6177,2009-05-01,NC-Charlotte,119.8
6178,2009-05-01,NV-Las Vegas,109.5
6179,2009-05-01,NY-New York,171.17
6180,2009-05-01,OH-Cleveland,102.11
6181,2009-05-01,OR-Portland,146.97
6182,2009-05-01,TX-Dallas,116.5
6183,2009-05-01,WA-Seattle,148.9
6184,2009-05-01,Composite-10,151.19
6185,2009-05-01,Composite-20,139.9
6186,2009-05-01,National-US,148.2
6187,2009-06-01,AZ-Phoenix,104.7
6188,2009-06-01,CA-Los Angeles,160.9
6189,2009-06-01,CA-San Diego,147.31
6190,2009-06-01,CA-San Francisco,124.7
6191,2009-06-01,CO-Denver,126.92
6192,2009-06-01,DC-Washington,173.21
6193,2009-06-01,FL-Miami,145.38
6194,2009-06-01,FL-Tampa,140.9
6195,2009-06-01,GA-Atlanta,107.6
6196,2009-06-01,IL-Chicago,124.99
6197,2009-06-01,MA-Boston,152.71
6198,2009-06-01,MI-Detroit,69.49
6199,2009-06-01,MN-Minneapolis,113.7
6200,2009-06-01,NC-Charlotte,120.54
6201,2009-06-01,NV-Las Vegas,107.31
6202,2009-06-01,NY-New York,172.34
6203,2009-06-01,OH-Cleveland,106.38
6204,2009-06-01,OR-Portland,148.47
6205,2009-06-01,TX-Dallas,119.7
6206,2009-06-01,WA-Seattle,149.5
6207,2009-06-01,Composite-10,153.35
6208,2009-06-01,Composite-20,141.9
6209,2009-06-01,National-US,149.83
6210,2009-07-01,AZ-Phoenix,106.6
6211,2009-07-01,CA-Los Angeles,163.97
6212,2009-07-01,CA-San Diego,150.99
6213,2009-07-01,CA-San Francisco,128.86
6214,2009-07-01,CO-Denver,128.79
6215,2009-07-01,DC-Washington,176.45
6216,2009-07-01,FL-Miami,147.27
6217,2009-07-01,FL-Tampa,142.84
6218,2009-07-01,GA-Atlanta,110.0
6219,2009-07-01,IL-Chicago,128.32
6220,2009-07-01,MA-Boston,154.53
6221,2009-07-01,MI-Detroit,70.24
6222,2009-07-01,MN-Minneapolis,119.3
6223,2009-07-01,NC-Charlotte,121.23
6224,2009-07-01,NV-Las Vegas,106.08
6225,2009-07-01,NY-New York,173.91
6226,2009-07-01,OH-Cleveland,107.93
6227,2009-07-01,OR-Portland,150.06
6228,2009-07-01,TX-Dallas,121.2
6229,2009-07-01,WA-Seattle,149.4
6230,2009-07-01,Composite-10,155.95
6231,2009-07-01,Composite-20,144.3
6232,2009-07-01,National-US,150.78
6233,2009-08-01,AZ-Phoenix,108.4
6234,2009-08-01,CA-Los Angeles,166.62
6235,2009-08-01,CA-San Diego,153.34
6236,2009-08-01,CA-San Francisco,132.47
6237,2009-08-01,CO-Denver,130.07
6238,2009-08-01,DC-Washington,179.57
6239,2009-08-01,FL-Miami,148.91
6240,2009-08-01,FL-Tampa,143.43
6241,2009-08-01,GA-Atlanta,111.2
6242,2009-08-01,IL-Chicago,130.55
6243,2009-08-01,MA-Boston,155.94
6244,2009-08-01,MI-Detroit,71.59
6245,2009-08-01,MN-Minneapolis,122.9
6246,2009-08-01,NC-Charlotte,120.72
6247,2009-08-01,NV-Las Vegas,105.78
6248,2009-08-01,NY-New York,175.13
6249,2009-08-01,OH-Cleveland,107.42
6250,2009-08-01,OR-Portland,150.46
6251,2009-08-01,TX-Dallas,121.5
6252,2009-08-01,WA-Seattle,149.5
6253,2009-08-01,Composite-10,158.07
6254,2009-08-01,Composite-20,146.1
6255,2009-08-01,National-US,150.7
6256,2009-09-01,AZ-Phoenix,109.2
6257,2009-09-01,CA-Los Angeles,168.03
6258,2009-09-01,CA-San Diego,154.76
6259,2009-09-01,CA-San Francisco,134.16
6260,2009-09-01,CO-Denver,129.44
6261,2009-09-01,DC-Washington,180.71
6262,2009-09-01,FL-Miami,149.69
6263,2009-09-01,FL-Tampa,142.57
6264,2009-09-01,GA-Atlanta,111.2
6265,2009-09-01,IL-Chicago,132.13
6266,2009-09-01,MA-Boston,155.62
6267,2009-09-01,MI-Detroit,72.81
6268,2009-09-01,MN-Minneapolis,125.2
6269,2009-09-01,NC-Charlotte,119.84
6270,2009-09-01,NV-Las Vegas,104.82
6271,2009-09-01,NY-New York,174.81
6272,2009-09-01,OH-Cleveland,105.75
6273,2009-09-01,OR-Portland,149.72
6274,2009-09-01,TX-Dallas,120.6
6275,2009-09-01,WA-Seattle,148.9
6276,2009-09-01,Composite-10,158.77
6277,2009-09-01,Composite-20,146.6
6278,2009-09-01,National-US,149.65
6279,2009-10-01,AZ-Phoenix,110.7
6280,2009-10-01,CA-Los Angeles,168.43
6281,2009-10-01,CA-San Diego,155.37
6282,2009-10-01,CA-San Francisco,135.81
6283,2009-10-01,CO-Denver,128.9
6284,2009-10-01,DC-Washington,180.08
6285,2009-10-01,FL-Miami,149.09
6286,2009-10-01,FL-Tampa,140.27
6287,2009-10-01,GA-Atlanta,110.1
6288,2009-10-01,IL-Chicago,130.75
6289,2009-10-01,MA-Boston,154.71
6290,2009-10-01,MI-Detroit,72.88
6291,2009-10-01,MN-Minneapolis,124.8
6292,2009-10-01,NC-Charlotte,119.05
6293,2009-10-01,NV-Las Vegas,104.71
6294,2009-10-01,NY-New York,174.42
6295,2009-10-01,OH-Cleveland,104.97
6296,2009-10-01,OR-Portland,149.88
6297,2009-10-01,TX-Dallas,119.9
6298,2009-10-01,WA-Seattle,149.2
6299,2009-10-01,Composite-10,158.68
6300,2009-10-01,Composite-20,146.4
6301,2009-10-01,National-US,148.61
6302,2009-11-01,AZ-Phoenix,111.9
6303,2009-11-01,CA-Los Angeles,169.72
6304,2009-11-01,CA-San Diego,156.06
6305,2009-11-01,CA-San Francisco,136.63
6306,2009-11-01,CO-Denver,128.29
6307,2009-11-01,DC-Washington,179.17
6308,2009-11-01,FL-Miami,149.08
6309,2009-11-01,FL-Tampa,139.66
6310,2009-11-01,GA-Atlanta,109.2
6311,2009-11-01,IL-Chicago,129.36
6312,2009-11-01,MA-Boston,153.98
6313,2009-11-01,MI-Detroit,72.41
6314,2009-11-01,MN-Minneapolis,124.3
6315,2009-11-01,NC-Charlotte,118.66
6316,2009-11-01,NV-Las Vegas,104.22
6317,2009-11-01,NY-New York,172.65
6318,2009-11-01,OH-Cleveland,104.75
6319,2009-11-01,OR-Portland,150.38
6320,2009-11-01,TX-Dallas,119.9
6321,2009-11-01,WA-Seattle,148.5
6322,2009-11-01,Composite-10,158.33
6323,2009-11-01,Composite-20,146.1
6324,2009-11-01,National-US,147.97
6325,2009-12-01,AZ-Phoenix,112.4
6326,2009-12-01,CA-Los Angeles,171.38
6327,2009-12-01,CA-San Diego,156.29
6328,2009-12-01,CA-San Francisco,136.4
6329,2009-12-01,CO-Denver,127.2
6330,2009-12-01,DC-Washington,178.8
6331,2009-12-01,FL-Miami,148.66
6332,2009-12-01,FL-Tampa,138.85
6333,2009-12-01,GA-Atlanta,108.6
6334,2009-12-01,IL-Chicago,127.26
6335,2009-12-01,MA-Boston,153.78
6336,2009-12-01,MI-Detroit,72.56
6337,2009-12-01,MN-Minneapolis,123.6
6338,2009-12-01,NC-Charlotte,117.79
6339,2009-12-01,NV-Las Vegas,104.38
6340,2009-12-01,NY-New York,171.85
6341,2009-12-01,OH-Cleveland,103.86
6342,2009-12-01,OR-Portland,149.95
6343,2009-12-01,TX-Dallas,118.8
6344,2009-12-01,WA-Seattle,147.5
6345,2009-12-01,Composite-10,158.16
6346,2009-12-01,Composite-20,145.8
6347,2009-12-01,National-US,146.7
6348,2010-01-01,AZ-Phoenix,111.7
6349,2010-01-01,CA-Los Angeles,172.97
6350,2010-01-01,CA-San Diego,156.95
6351,2010-01-01,CA-San Francisco,135.63
6352,2010-01-01,CO-Denver,125.59
6353,2010-01-01,DC-Washington,177.4
6354,2010-01-01,FL-Miami,148.32
6355,2010-01-01,FL-Tampa,138.18
6356,2010-01-01,GA-Atlanta,107.0
6357,2010-01-01,IL-Chicago,125.11
6358,2010-01-01,MA-Boston,153.01
6359,2010-01-01,MI-Detroit,71.84
6360,2010-01-01,MN-Minneapolis,122.5
6361,2010-01-01,NC-Charlotte,117.16
6362,2010-01-01,NV-Las Vegas,103.82
6363,2010-01-01,NY-New York,171.39
6364,2010-01-01,OH-Cleveland,103.29
6365,2010-01-01,OR-Portland,147.29
6366,2010-01-01,TX-Dallas,117.2
6367,2010-01-01,WA-Seattle,145.0
6368,2010-01-01,Composite-10,157.87
6369,2010-01-01,Composite-20,145.3
6370,2010-01-01,National-US,145.0
6371,2010-02-01,AZ-Phoenix,110.1
6372,2010-02-01,CA-Los Angeles,171.81
6373,2010-02-01,CA-San Diego,157.92
6374,2010-02-01,CA-San Francisco,134.67
6375,2010-02-01,CO-Denver,124.54
6376,2010-02-01,DC-Washington,176.57
6377,2010-02-01,FL-Miami,147.52
6378,2010-02-01,FL-Tampa,136.54
6379,2010-02-01,GA-Atlanta,105.6
6380,2010-02-01,IL-Chicago,122.57
6381,2010-02-01,MA-Boston,151.42
6382,2010-02-01,MI-Detroit,70.55
6383,2010-02-01,MN-Minneapolis,119.8
6384,2010-02-01,NC-Charlotte,115.98
6385,2010-02-01,NV-Las Vegas,103.4
6386,2010-02-01,NY-New York,170.56
6387,2010-02-01,OH-Cleveland,101.53
6388,2010-02-01,OR-Portland,143.69
6389,2010-02-01,TX-Dallas,115.2
6390,2010-02-01,WA-Seattle,143.5
6391,2010-02-01,Composite-10,156.85
6392,2010-02-01,Composite-20,144.0
6393,2010-02-01,National-US,143.06
6394,2010-03-01,AZ-Phoenix,109.5
6395,2010-03-01,CA-Los Angeles,170.61
6396,2010-03-01,CA-San Diego,160.22
6397,2010-03-01,CA-San Francisco,136.74
6398,2010-03-01,CO-Denver,125.31
6399,2010-03-01,DC-Washington,175.41
6400,2010-03-01,FL-Miami,146.15
6401,2010-03-01,FL-Tampa,136.46
6402,2010-03-01,GA-Atlanta,103.7
6403,2010-03-01,IL-Chicago,119.71
6404,2010-03-01,MA-Boston,151.39
6405,2010-03-01,MI-Detroit,67.68
6406,2010-03-01,MN-Minneapolis,117.2
6407,2010-03-01,NC-Charlotte,114.77
6408,2010-03-01,NV-Las Vegas,102.58
6409,2010-03-01,NY-New York,169.26
6410,2010-03-01,OH-Cleveland,103.32
6411,2010-03-01,OR-Portland,143.61
6412,2010-03-01,TX-Dallas,115.8
6413,2010-03-01,WA-Seattle,143.7
6414,2010-03-01,Composite-10,156.21
6415,2010-03-01,Composite-20,143.3
6416,2010-03-01,National-US,143.6
6417,2010-04-01,AZ-Phoenix,110.0
6418,2010-04-01,CA-Los Angeles,171.78
6419,2010-04-01,CA-San Diego,161.39
6420,2010-04-01,CA-San Francisco,139.77
6421,2010-04-01,CO-Denver,127.5
6422,2010-04-01,DC-Washington,179.51
6423,2010-04-01,FL-Miami,145.04
6424,2010-04-01,FL-Tampa,137.09
6425,2010-04-01,GA-Atlanta,105.6
6426,2010-04-01,IL-Chicago,120.43
6427,2010-04-01,MA-Boston,153.56
6428,2010-04-01,MI-Detroit,67.81
6429,2010-04-01,MN-Minneapolis,119.3
6430,2010-04-01,NC-Charlotte,116.05
6431,2010-04-01,NV-Las Vegas,102.82
6432,2010-04-01,NY-New York,168.89
6433,2010-04-01,OH-Cleveland,104.77
6434,2010-04-01,OR-Portland,146.25
6435,2010-04-01,TX-Dallas,118.1
6436,2010-04-01,WA-Seattle,145.1
6437,2010-04-01,Composite-10,157.35
6438,2010-04-01,Composite-20,144.5
6439,2010-04-01,National-US,145.39
6440,2010-05-01,AZ-Phoenix,111.0
6441,2010-05-01,CA-Los Angeles,174.67
6442,2010-05-01,CA-San Diego,163.11
6443,2010-05-01,CA-San Francisco,142.16
6444,2010-05-01,CO-Denver,128.24
6445,2010-05-01,DC-Washington,182.58
6446,2010-05-01,FL-Miami,146.33
6447,2010-05-01,FL-Tampa,138.29
6448,2010-05-01,GA-Atlanta,107.8
6449,2010-05-01,IL-Chicago,121.9
6450,2010-05-01,MA-Boston,155.95
6451,2010-05-01,MI-Detroit,68.34
6452,2010-05-01,MN-Minneapolis,122.7
6453,2010-05-01,NC-Charlotte,116.39
6454,2010-05-01,NV-Las Vegas,102.35
6455,2010-05-01,NY-New York,170.47
6456,2010-05-01,OH-Cleveland,105.85
6457,2010-05-01,OR-Portland,147.98
6458,2010-05-01,TX-Dallas,119.9
6459,2010-05-01,WA-Seattle,146.8
6460,2010-05-01,Composite-10,159.41
6461,2010-05-01,Composite-20,146.4
6462,2010-05-01,National-US,147.03
6463,2010-06-01,AZ-Phoenix,110.9
6464,2010-06-01,CA-Los Angeles,175.66
6465,2010-06-01,CA-San Diego,163.82
6466,2010-06-01,CA-San Francisco,142.55
6467,2010-06-01,CO-Denver,129.2
6468,2010-06-01,DC-Washington,185.74
6469,2010-06-01,FL-Miami,146.92
6470,2010-06-01,FL-Tampa,138.58
6471,2010-06-01,GA-Atlanta,109.7
6472,2010-06-01,IL-Chicago,124.9
6473,2010-06-01,MA-Boston,157.83
6474,2010-06-01,MI-Detroit,70.04
6475,2010-06-01,MN-Minneapolis,125.9
6476,2010-06-01,NC-Charlotte,117.24
6477,2010-06-01,NV-Las Vegas,101.77
6478,2010-06-01,NY-New York,172.85
6479,2010-06-01,OH-Cleveland,107.26
6480,2010-06-01,OR-Portland,148.73
6481,2010-06-01,TX-Dallas,121.0
6482,2010-06-01,WA-Seattle,146.8
6483,2010-06-01,Composite-10,161.06
6484,2010-06-01,Composite-20,147.9
6485,2010-06-01,National-US,147.69
6486,2010-07-01,AZ-Phoenix,110.3
6487,2010-07-01,CA-Los Angeles,176.27
6488,2010-07-01,CA-San Diego,165.02
6489,2010-07-01,CA-San Francisco,143.23
6490,2010-07-01,CO-Denver,128.72
6491,2010-07-01,DC-Washington,187.15
6492,2010-07-01,FL-Miami,147.88
6493,2010-07-01,FL-Tampa,138.24
6494,2010-07-01,GA-Atlanta,110.0
6495,2010-07-01,IL-Chicago,126.17
6496,2010-07-01,MA-Boston,158.83
6497,2010-07-01,MI-Detroit,71.17
6498,2010-07-01,MN-Minneapolis,126.7
6499,2010-07-01,NC-Charlotte,117.03
6500,2010-07-01,NV-Las Vegas,100.91
6501,2010-07-01,NY-New York,175.02
6502,2010-07-01,OH-Cleveland,107.31
6503,2010-07-01,OR-Portland,148.33
6504,2010-07-01,TX-Dallas,120.7
6505,2010-07-01,WA-Seattle,147.0
6506,2010-07-01,Composite-10,162.24
6507,2010-07-01,Composite-20,148.8
6508,2010-07-01,National-US,147.54
6509,2010-08-01,AZ-Phoenix,108.8
6510,2010-08-01,CA-Los Angeles,175.55
6511,2010-08-01,CA-San Diego,163.99
6512,2010-08-01,CA-San Francisco,142.83
6513,2010-08-01,CO-Denver,128.57
6514,2010-08-01,DC-Washington,187.05
6515,2010-08-01,FL-Miami,147.47
6516,2010-08-01,FL-Tampa,137.53
6517,2010-08-01,GA-Atlanta,108.9
6518,2010-08-01,IL-Chicago,126.7
6519,2010-08-01,MA-Boston,158.35
6520,2010-08-01,MI-Detroit,71.5
6521,2010-08-01,MN-Minneapolis,126.3
6522,2010-08-01,NC-Charlotte,116.57
6523,2010-08-01,NV-Las Vegas,101.03
6524,2010-08-01,NY-New York,175.18
6525,2010-08-01,OH-Cleveland,107.0
6526,2010-08-01,OR-Portland,147.02
6527,2010-08-01,TX-Dallas,119.3
6528,2010-08-01,WA-Seattle,145.9
6529,2010-08-01,Composite-10,162.01
6530,2010-08-01,Composite-20,148.4
6531,2010-08-01,National-US,146.4
6532,2010-09-01,AZ-Phoenix,107.1
6533,2010-09-01,CA-Los Angeles,175.36
6534,2010-09-01,CA-San Diego,162.43
6535,2010-09-01,CA-San Francisco,141.54
6536,2010-09-01,CO-Denver,127.33
6537,2010-09-01,DC-Washington,186.25
6538,2010-09-01,FL-Miami,145.64
6539,2010-09-01,FL-Tampa,136.5
6540,2010-09-01,GA-Atlanta,106.3
6541,2010-09-01,IL-Chicago,124.76
6542,2010-09-01,MA-Boston,156.27
6543,2010-09-01,MI-Detroit,70.59
6544,2010-09-01,MN-Minneapolis,123.7
6545,2010-09-01,NC-Charlotte,115.4
6546,2010-09-01,NV-Las Vegas,101.18
6547,2010-09-01,NY-New York,174.43
6548,2010-09-01,OH-Cleveland,103.78
6549,2010-09-01,OR-Portland,144.3
6550,2010-09-01,TX-Dallas,117.4
6551,2010-09-01,WA-Seattle,145.0
6552,2010-09-01,Composite-10,161.0
6553,2010-09-01,Composite-20,147.2
6554,2010-09-01,National-US,144.58
6555,2010-10-01,AZ-Phoenix,105.9
6556,2010-10-01,CA-Los Angeles,174.05
6557,2010-10-01,CA-San Diego,159.99
6558,2010-10-01,CA-San Francisco,138.84
6559,2010-10-01,CO-Denver,126.58
6560,2010-10-01,DC-Washington,184.96
6561,2010-10-01,FL-Miami,144.03
6562,2010-10-01,FL-Tampa,134.92
6563,2010-10-01,GA-Atlanta,103.3
6564,2010-10-01,IL-Chicago,122.28
6565,2010-10-01,MA-Boston,154.34
6566,2010-10-01,MI-Detroit,69.24
6567,2010-10-01,MN-Minneapolis,121.5
6568,2010-10-01,NC-Charlotte,114.12
6569,2010-10-01,NV-Las Vegas,100.97
6570,2010-10-01,NY-New York,171.5
6571,2010-10-01,OH-Cleveland,102.13
6572,2010-10-01,OR-Portland,142.16
6573,2010-10-01,TX-Dallas,116.1
6574,2010-10-01,WA-Seattle,143.1
6575,2010-10-01,Composite-10,158.9
6576,2010-10-01,Composite-20,145.2
6577,2010-10-01,National-US,143.11
6578,2010-11-01,AZ-Phoenix,104.8
6579,2010-11-01,CA-Los Angeles,173.28
6580,2010-11-01,CA-San Diego,160.08
6581,2010-11-01,CA-San Francisco,137.28
6582,2010-11-01,CO-Denver,125.02
6583,2010-11-01,DC-Washington,183.81
6584,2010-11-01,FL-Miami,143.81
6585,2010-11-01,FL-Tampa,133.49
6586,2010-11-01,GA-Atlanta,100.8
6587,2010-11-01,IL-Chicago,119.57
6588,2010-11-01,MA-Boston,152.76
6589,2010-11-01,MI-Detroit,68.1
6590,2010-11-01,MN-Minneapolis,119.1
6591,2010-11-01,NC-Charlotte,113.45
6592,2010-11-01,NV-Las Vegas,100.59
6593,2010-11-01,NY-New York,169.53
6594,2010-11-01,OH-Cleveland,100.03
6595,2010-11-01,OR-Portland,139.92
6596,2010-11-01,TX-Dallas,114.8
6597,2010-11-01,WA-Seattle,141.5
6598,2010-11-01,Composite-10,157.5
6599,2010-11-01,Composite-20,143.7
6600,2010-11-01,National-US,141.81
6601,2010-12-01,AZ-Phoenix,103.1
6602,2010-12-01,CA-Los Angeles,170.99
6603,2010-12-01,CA-San Diego,158.97
6604,2010-12-01,CA-San Francisco,136.02
6605,2010-12-01,CO-Denver,124.1
6606,2010-12-01,DC-Washington,182.9
6607,2010-12-01,FL-Miami,143.11
6608,2010-12-01,FL-Tampa,130.65
6609,2010-12-01,GA-Atlanta,100.0
6610,2010-12-01,IL-Chicago,117.86
6611,2010-12-01,MA-Boston,152.52
6612,2010-12-01,MI-Detroit,68.07
6613,2010-12-01,MN-Minneapolis,117.3
6614,2010-12-01,NC-Charlotte,112.41
6615,2010-12-01,NV-Las Vegas,99.48
6616,2010-12-01,NY-New York,167.92
6617,2010-12-01,OH-Cleveland,100.21
6618,2010-12-01,OR-Portland,138.23
6619,2010-12-01,TX-Dallas,114.6
6620,2010-12-01,WA-Seattle,138.7
6621,2010-12-01,Composite-10,156.04
6622,2010-12-01,Composite-20,142.3
6623,2010-12-01,National-US,140.63
6624,2011-01-01,AZ-Phoenix,101.5
6625,2011-01-01,CA-Los Angeles,169.88
6626,2011-01-01,CA-San Diego,157.03
6627,2011-01-01,CA-San Francisco,133.37
6628,2011-01-01,CO-Denver,122.73
6629,2011-01-01,DC-Washington,181.35
6630,2011-01-01,FL-Miami,141.3
6631,2011-01-01,FL-Tampa,129.03
6632,2011-01-01,GA-Atlanta,100.3
6633,2011-01-01,IL-Chicago,115.78
6634,2011-01-01,MA-Boston,152.18
6635,2011-01-01,MI-Detroit,67.63
6636,2011-01-01,MN-Minneapolis,113.4
6637,2011-01-01,NC-Charlotte,111.32
6638,2011-01-01,NV-Las Vegas,99.23
6639,2011-01-01,NY-New York,165.92
6640,2011-01-01,OH-Cleveland,99.13
6641,2011-01-01,OR-Portland,135.8
6642,2011-01-01,TX-Dallas,114.0
6643,2011-01-01,WA-Seattle,135.4
6644,2011-01-01,Composite-10,154.36
6645,2011-01-01,Composite-20,140.7
6646,2011-01-01,National-US,139.05
6647,2011-02-01,AZ-Phoenix,100.8
6648,2011-02-01,CA-Los Angeles,168.23
6649,2011-02-01,CA-San Diego,155.05
6650,2011-02-01,CA-San Francisco,129.96
