,date,city,price
1486,1992-05-01,NV-Las Vegas,82.89
1487,1992-05-01,NY-New York,74.69
1488,1992-05-01,OH-Cleveland,72.7
1489,1992-05-01,OR-Portland,62.24
1490,1992-05-01,TX-Dallas,
1491,1992-05-01,WA-Seattle,67.57
1492,1992-05-01,Composite-10,77.62
1493,1992-05-01,Composite-20,
1494,1992-05-01,National-US,76.4
1495,1992-06-01,AZ-Phoenix,66.08
1496,1992-06-01,CA-Los Angeles,90.41
1497,1992-06-01,CA-San Diego,80.27
1498,1992-06-01,CA-San Francisco,70.02
1499,1992-06-01,CO-Denver,54.18
1500,1992-06-01,DC-Washington,89.24
1501,1992-06-01,FL-Miami,79.78
1502,1992-06-01,FL-Tampa,81.22
1503,1992-06-01,GA-Atlanta,70.59
1504,1992-06-01,IL-Chicago,74.45
1505,1992-06-01,MA-Boston,64.38
1506,1992-06-01,MI-Detroit,60.92
1507,1992-06-01,MN-Minneapolis,67.3
1508,1992-06-01,NC-Charlotte,73.6
1509,1992-06-01,NV-Las Vegas,82.84
1510,1992-06-01,NY-New York,75.14
1511,1992-06-01,OH-Cleveland,73.16
1512,1992-06-01,OR-Portland,62.73
1513,1992-06-01,TX-Dallas,
1514,1992-06-01,WA-Seattle,67.9
1515,1992-06-01,Composite-10,77.94
1516,1992-06-01,Composite-20,
1517,1992-06-01,National-US,76.61
1518,1992-07-01,AZ-Phoenix,66.26
1519,1992-07-01,CA-Los Angeles,90.06
1520,1992-07-01,CA-San Diego,80.1
1521,1992-07-01,CA-San Francisco,70.0
1522,1992-07-01,CO-Denver,54.4
1523,1992-07-01,DC-Washington,89.08
1524,1992-07-01,FL-Miami,78.05
1525,1992-07-01,FL-Tampa,80.69
1526,1992-07-01,GA-Atlanta,71.29
1527,1992-07-01,IL-Chicago,75.48
1528,1992-07-01,MA-Boston,64.46
1529,1992-07-01,MI-Detroit,61.15
1530,1992-07-01,MN-Minneapolis,67.5
1531,1992-07-01,NC-Charlotte,74.14
1532,1992-07-01,NV-Las Vegas,82.85
1533,1992-07-01,NY-New York,75.47
1534,1992-07-01,OH-Cleveland,73.4
1535,1992-07-01,OR-Portland,62.92
1536,1992-07-01,TX-Dallas,
1537,1992-07-01,WA-Seattle,67.98
1538,1992-07-01,Composite-10,77.95
1539,1992-07-01,Composite-20,
1540,1992-07-01,National-US,76.72
1541,1992-08-01,AZ-Phoenix,66.46
1542,1992-08-01,CA-Los Angeles,89.86
1543,1992-08-01,CA-San Diego,79.8
1544,1992-08-01,CA-San Francisco,69.64
1545,1992-08-01,CO-Denver,54.77
1546,1992-08-01,DC-Washington,89.03
1547,1992-08-01,FL-Miami,77.95
1548,1992-08-01,FL-Tampa,80.57
1549,1992-08-01,GA-Atlanta,71.51
1550,1992-08-01,IL-Chicago,75.75
1551,1992-08-01,MA-Boston,64.75
1552,1992-08-01,MI-Detroit,61.51
1553,1992-08-01,MN-Minneapolis,67.66
1554,1992-08-01,NC-Charlotte,74.41
1555,1992-08-01,NV-Las Vegas,82.8
1556,1992-08-01,NY-New York,75.79
1557,1992-08-01,OH-Cleveland,73.77
1558,1992-08-01,OR-Portland,63.49
1559,1992-08-01,TX-Dallas,
1560,1992-08-01,WA-Seattle,67.75
1561,1992-08-01,Composite-10,77.99
1562,1992-08-01,Composite-20,
1563,1992-08-01,National-US,76.74
1564,1992-09-01,AZ-Phoenix,66.54
1565,1992-09-01,CA-Los Angeles,89.11
1566,1992-09-01,CA-San Diego,79.58
1567,1992-09-01,CA-San Francisco,69.51
1568,1992-09-01,CO-Denver,54.97
1569,1992-09-01,DC-Washington,88.74
1570,1992-09-01,FL-Miami,77.61
1571,1992-09-01,FL-Tampa,80.54
1572,1992-09-01,GA-Atlanta,71.59
1573,1992-09-01,IL-Chicago,75.82
1574,1992-09-01,MA-Boston,64.63
1575,1992-09-01,MI-Detroit,61.68
1576,1992-09-01,MN-Minneapolis,67.59
1577,1992-09-01,NC-Charlotte,74.6
1578,1992-09-01,NV-Las Vegas,82.98
1579,1992-09-01,NY-New York,75.74
1580,1992-09-01,OH-Cleveland,74.07
1581,1992-09-01,OR-Portland,63.84
1582,1992-09-01,TX-Dallas,
1583,1992-09-01,WA-Seattle,67.44
1584,1992-09-01,Composite-10,77.76
1585,1992-09-01,Composite-20,
1586,1992-09-01,National-US,76.64
1587,1992-10-01,AZ-Phoenix,66.55
1588,1992-10-01,CA-Los Angeles,87.95
1589,1992-10-01,CA-San Diego,78.48
1590,1992-10-01,CA-San Francisco,69.28
1591,1992-10-01,CO-Denver,54.96
1592,1992-10-01,DC-Washington,88.79
1593,1992-10-01,FL-Miami,79.54
1594,1992-10-01,FL-Tampa,81.5
1595,1992-10-01,GA-Atlanta,71.17
1596,1992-10-01,IL-Chicago,75.79
1597,1992-10-01,MA-Boston,64.62
1598,1992-10-01,MI-Detroit,61.55
1599,1992-10-01,MN-Minneapolis,67.79
1600,1992-10-01,NC-Charlotte,74.38
1601,1992-10-01,NV-Las Vegas,83.65
1602,1992-10-01,NY-New York,75.48
1603,1992-10-01,OH-Cleveland,74.21
1604,1992-10-01,OR-Portland,64.23
1605,1992-10-01,TX-Dallas,
1606,1992-10-01,WA-Seattle,67.74
1607,1992-10-01,Composite-10,77.45
1608,1992-10-01,Composite-20,
1609,1992-10-01,National-US,76.61
1610,1992-11-01,AZ-Phoenix,66.52
1611,1992-11-01,CA-Los Angeles,86.8
1612,1992-11-01,CA-San Diego,78.18
1613,1992-11-01,CA-San Francisco,68.85
1614,1992-11-01,CO-Denver,55.21
1615,1992-11-01,DC-Washington,88.75
1616,1992-11-01,FL-Miami,79.7
1617,1992-11-01,FL-Tampa,81.87
1618,1992-11-01,GA-Atlanta,71.33
1619,1992-11-01,IL-Chicago,75.82
1620,1992-11-01,MA-Boston,64.17
1621,1992-11-01,MI-Detroit,61.36
1622,1992-11-01,MN-Minneapolis,67.93
1623,1992-11-01,NC-Charlotte,74.18
1624,1992-11-01,NV-Las Vegas,83.67
1625,1992-11-01,NY-New York,75.38
1626,1992-11-01,OH-Cleveland,74.3
1627,1992-11-01,OR-Portland,64.87
1628,1992-11-01,TX-Dallas,
1629,1992-11-01,WA-Seattle,67.57
1630,1992-11-01,Composite-10,77.09
1631,1992-11-01,Composite-20,
1632,1992-11-01,National-US,76.59
1633,1992-12-01,AZ-Phoenix,66.59
1634,1992-12-01,CA-Los Angeles,85.6
1635,1992-12-01,CA-San Diego,77.19
1636,1992-12-01,CA-San Francisco,68.21
1637,1992-12-01,CO-Denver,55.35
1638,1992-12-01,DC-Washington,88.63
1639,1992-12-01,FL-Miami,79.99
1640,1992-12-01,FL-Tampa,81.53
1641,1992-12-01,GA-Atlanta,71.33
1642,1992-12-01,IL-Chicago,75.43
1643,1992-12-01,MA-Boston,64.29
1644,1992-12-01,MI-Detroit,61.44
1645,1992-12-01,MN-Minneapolis,67.98
1646,1992-12-01,NC-Charlotte,74.42
1647,1992-12-01,NV-Las Vegas,82.91
1648,1992-12-01,NY-New York,75.35
1649,1992-12-01,OH-Cleveland,74.15
1650,1992-12-01,OR-Portland,64.78
1651,1992-12-01,TX-Dallas,
1652,1992-12-01,WA-Seattle,67.47
1653,1992-12-01,Composite-10,76.68
1654,1992-12-01,Composite-20,
1655,1992-12-01,National-US,76.47
1656,1993-01-01,AZ-Phoenix,66.83
1657,1993-01-01,CA-Los Angeles,84.88
1658,1993-01-01,CA-San Diego,77.25
1659,1993-01-01,CA-San Francisco,67.77
1660,1993-01-01,CO-Denver,55.83
1661,1993-01-01,DC-Washington,88.73
1662,1993-01-01,FL-Miami,79.94
1663,1993-01-01,FL-Tampa,81.32
1664,1993-01-01,GA-Atlanta,71.5
1665,1993-01-01,IL-Chicago,75.38
1666,1993-01-01,MA-Boston,64.44
1667,1993-01-01,MI-Detroit,61.36
1668,1993-01-01,MN-Minneapolis,67.7
1669,1993-01-01,NC-Charlotte,74.57
1670,1993-01-01,NV-Las Vegas,82.34
1671,1993-01-01,NY-New York,75.54
1672,1993-01-01,OH-Cleveland,74.29
1673,1993-01-01,OR-Portland,64.93
1674,1993-01-01,TX-Dallas,
1675,1993-01-01,WA-Seattle,67.49
1676,1993-01-01,Composite-10,76.56
1677,1993-01-01,Composite-20,
1678,1993-01-01,National-US,76.4
1679,1993-02-01,AZ-Phoenix,66.83
1680,1993-02-01,CA-Los Angeles,84.09
1681,1993-02-01,CA-San Diego,76.32
1682,1993-02-01,CA-San Francisco,67.44
1683,1993-02-01,CO-Denver,56.05
1684,1993-02-01,DC-Washington,88.75
1685,1993-02-01,FL-Miami,79.92
1686,1993-02-01,FL-Tampa,81.17
1687,1993-02-01,GA-Atlanta,71.26
1688,1993-02-01,IL-Chicago,75.53
1689,1993-02-01,MA-Boston,64.26
1690,1993-02-01,MI-Detroit,61.32
1691,1993-02-01,MN-Minneapolis,67.68
1692,1993-02-01,NC-Charlotte,74.68
1693,1993-02-01,NV-Las Vegas,82.67
1694,1993-02-01,NY-New York,75.42
1695,1993-02-01,OH-Cleveland,73.96
1696,1993-02-01,OR-Portland,64.95
1697,1993-02-01,TX-Dallas,
1698,1993-02-01,WA-Seattle,67.76
1699,1993-02-01,Composite-10,76.28
1700,1993-02-01,Composite-20,
1701,1993-02-01,National-US,76.34
1702,1993-03-01,AZ-Phoenix,67.21
1703,1993-03-01,CA-Los Angeles,82.76
1704,1993-03-01,CA-San Diego,75.94
1705,1993-03-01,CA-San Francisco,67.09
1706,1993-03-01,CO-Denver,56.68
1707,1993-03-01,DC-Washington,88.73
1708,1993-03-01,FL-Miami,79.64
1709,1993-03-01,FL-Tampa,81.93
1710,1993-03-01,GA-Atlanta,71.49
1711,1993-03-01,IL-Chicago,75.8
1712,1993-03-01,MA-Boston,64.0
1713,1993-03-01,MI-Detroit,61.2
1714,1993-03-01,MN-Minneapolis,68.4
1715,1993-03-01,NC-Charlotte,74.58
1716,1993-03-01,NV-Las Vegas,82.78
1717,1993-03-01,NY-New York,75.32
1718,1993-03-01,OH-Cleveland,74.08
1719,1993-03-01,OR-Portland,65.3
1720,1993-03-01,TX-Dallas,
1721,1993-03-01,WA-Seattle,68.19
1722,1993-03-01,Composite-10,75.91
1723,1993-03-01,Composite-20,
1724,1993-03-01,National-US,76.39
1725,1993-04-01,AZ-Phoenix,67.3
1726,1993-04-01,CA-Los Angeles,82.05
1727,1993-04-01,CA-San Diego,75.46
1728,1993-04-01,CA-San Francisco,67.59
1729,1993-04-01,CO-Denver,57.05
1730,1993-04-01,DC-Washington,88.51
1731,1993-04-01,FL-Miami,80.13
1732,1993-04-01,FL-Tampa,82.38
1733,1993-04-01,GA-Atlanta,71.94
1734,1993-04-01,IL-Chicago,75.97
1735,1993-04-01,MA-Boston,63.98
1736,1993-04-01,MI-Detroit,61.58
1737,1993-04-01,MN-Minneapolis,68.96
1738,1993-04-01,NC-Charlotte,74.48
1739,1993-04-01,NV-Las Vegas,82.34
1740,1993-04-01,NY-New York,75.34
1741,1993-04-01,OH-Cleveland,74.63
1742,1993-04-01,OR-Portland,66.29
1743,1993-04-01,TX-Dallas,
1744,1993-04-01,WA-Seattle,67.94
1745,1993-04-01,Composite-10,75.83
1746,1993-04-01,Composite-20,
1747,1993-04-01,National-US,76.67
1748,1993-05-01,AZ-Phoenix,67.75
1749,1993-05-01,CA-Los Angeles,81.67
1750,1993-05-01,CA-San Diego,75.57
1751,1993-05-01,CA-San Francisco,67.9
1752,1993-05-01,CO-Denver,57.59
1753,1993-05-01,DC-Washington,88.48
1754,1993-05-01,FL-Miami,80.77
1755,1993-05-01,FL-Tampa,82.56
1756,1993-05-01,GA-Atlanta,72.53
1757,1993-05-01,IL-Chicago,76.58
1758,1993-05-01,MA-Boston,64.56
1759,1993-05-01,MI-Detroit,62.06
1760,1993-05-01,MN-Minneapolis,69.37
1761,1993-05-01,NC-Charlotte,74.66
1762,1993-05-01,NV-Las Vegas,81.72
1763,1993-05-01,NY-New York,75.71
1764,1993-05-01,OH-Cleveland,75.47
1765,1993-05-01,OR-Portland,67.03
1766,1993-05-01,TX-Dallas,
1767,1993-05-01,WA-Seattle,68.14
1768,1993-05-01,Composite-10,76.04
1769,1993-05-01,Composite-20,
1770,1993-05-01,National-US,77.04
1771,1993-06-01,AZ-Phoenix,67.95
1772,1993-06-01,CA-Los Angeles,81.69
1773,1993-06-01,CA-San Diego,75.4
1774,1993-06-01,CA-San Francisco,67.99
1775,1993-06-01,CO-Denver,58.42
1776,1993-06-01,DC-Washington,89.04
1777,1993-06-01,FL-Miami,81.36
1778,1993-06-01,FL-Tampa,82.35
1779,1993-06-01,GA-Atlanta,72.92
1780,1993-06-01,IL-Chicago,77.59
1781,1993-06-01,MA-Boston,65.43
1782,1993-06-01,MI-Detroit,62.74
1783,1993-06-01,MN-Minneapolis,69.36
1784,1993-06-01,NC-Charlotte,75.13
1785,1993-06-01,NV-Las Vegas,81.73
1786,1993-06-01,NY-New York,76.44
1787,1993-06-01,OH-Cleveland,76.07
1788,1993-06-01,OR-Portland,68.05
1789,1993-06-01,TX-Dallas,
1790,1993-06-01,WA-Seattle,68.13
1791,1993-06-01,Composite-10,76.51
1792,1993-06-01,Composite-20,
1793,1993-06-01,National-US,77.52
1794,1993-07-01,AZ-Phoenix,68.44
1795,1993-07-01,CA-Los Angeles,81.11
1796,1993-07-01,CA-San Diego,75.02
1797,1993-07-01,CA-San Francisco,67.65
1798,1993-07-01,CO-Denver,59.1
1799,1993-07-01,DC-Washington,89.4
1800,1993-07-01,FL-Miami,81.78
1801,1993-07-01,FL-Tampa,82.29
1802,1993-07-01,GA-Atlanta,73.33
1803,1993-07-01,IL-Chicago,78.1
1804,1993-07-01,MA-Boston,66.11
1805,1993-07-01,MI-Detroit,63.21
1806,1993-07-01,MN-Minneapolis,69.79
1807,1993-07-01,NC-Charlotte,75.56
1808,1993-07-01,NV-Las Vegas,82.13
1809,1993-07-01,NY-New York,76.84
1810,1993-07-01,OH-Cleveland,76.53
1811,1993-07-01,OR-Portland,68.52
1812,1993-07-01,TX-Dallas,
1813,1993-07-01,WA-Seattle,68.18
1814,1993-07-01,Composite-10,76.61
1815,1993-07-01,Composite-20,
1816,1993-07-01,National-US,77.89
1817,1993-08-01,AZ-Phoenix,68.72
1818,1993-08-01,CA-Los Angeles,80.33
1819,1993-08-01,CA-San Diego,74.71
1820,1993-08-01,CA-San Francisco,67.63
1821,1993-08-01,CO-Denver,59.93
1822,1993-08-01,DC-Washington,89.51
1823,1993-08-01,FL-Miami,82.14
1824,1993-08-01,FL-Tampa,82.81
1825,1993-08-01,GA-Atlanta,73.61
1826,1993-08-01,IL-Chicago,78.35
1827,1993-08-01,MA-Boston,66.62
1828,1993-08-01,MI-Detroit,63.67
1829,1993-08-01,MN-Minneapolis,70.14
1830,1993-08-01,NC-Charlotte,75.73
1831,1993-08-01,NV-Las Vegas,82.73
1832,1993-08-01,NY-New York,76.99
1833,1993-08-01,OH-Cleveland,76.67
1834,1993-08-01,OR-Portland,68.63
1835,1993-08-01,TX-Dallas,
1836,1993-08-01,WA-Seattle,68.59
1837,1993-08-01,Composite-10,76.59
1838,1993-08-01,Composite-20,
1839,1993-08-01,National-US,78.14
1840,1993-09-01,AZ-Phoenix,69.28
1841,1993-09-01,CA-Los Angeles,79.77
1842,1993-09-01,CA-San Diego,74.79
1843,1993-09-01,CA-San Francisco,67.5
1844,1993-09-01,CO-Denver,60.42
1845,1993-09-01,DC-Washington,89.18
1846,1993-09-01,FL-Miami,82.49
1847,1993-09-01,FL-Tampa,83.62
1848,1993-09-01,GA-Atlanta,73.87
1849,1993-09-01,IL-Chicago,78.35
1850,1993-09-01,MA-Boston,66.62
1851,1993-09-01,MI-Detroit,63.83
1852,1993-09-01,MN-Minneapolis,70.71
1853,1993-09-01,NC-Charlotte,75.64
1854,1993-09-01,NV-Las Vegas,83.3
1855,1993-09-01,NY-New York,76.99
1856,1993-09-01,OH-Cleveland,77.12
1857,1993-09-01,OR-Portland,68.98
1858,1993-09-01,TX-Dallas,
1859,1993-09-01,WA-Seattle,69.21
1860,1993-09-01,Composite-10,76.47
1861,1993-09-01,Composite-20,
1862,1993-09-01,National-US,78.21
1863,1993-10-01,AZ-Phoenix,69.41
1864,1993-10-01,CA-Los Angeles,78.92
1865,1993-10-01,CA-San Diego,74.53
1866,1993-10-01,CA-San Francisco,67.18
1867,1993-10-01,CO-Denver,60.99
1868,1993-10-01,DC-Washington,88.86
1869,1993-10-01,FL-Miami,82.82
1870,1993-10-01,FL-Tampa,83.92
1871,1993-10-01,GA-Atlanta,73.91
1872,1993-10-01,IL-Chicago,78.37
1873,1993-10-01,MA-Boston,66.46
1874,1993-10-01,MI-Detroit,64.09
1875,1993-10-01,MN-Minneapolis,70.91
1876,1993-10-01,NC-Charlotte,75.82
1877,1993-10-01,NV-Las Vegas,83.7
1878,1993-10-01,NY-New York,76.92
1879,1993-10-01,OH-Cleveland,77.38
1880,1993-10-01,OR-Portland,69.45
1881,1993-10-01,TX-Dallas,
1882,1993-10-01,WA-Seattle,69.47
1883,1993-10-01,Composite-10,76.22
1884,1993-10-01,Composite-20,
1885,1993-10-01,National-US,78.18
1886,1993-11-01,AZ-Phoenix,69.81
1887,1993-11-01,CA-Los Angeles,78.36
1888,1993-11-01,CA-San Diego,74.51
1889,1993-11-01,CA-San Francisco,66.77
1890,1993-11-01,CO-Denver,61.38
1891,1993-11-01,DC-Washington,88.57
1892,1993-11-01,FL-Miami,82.68
1893,1993-11-01,FL-Tampa,83.62
1894,1993-11-01,GA-Atlanta,73.97
1895,1993-11-01,IL-Chicago,78.42
1896,1993-11-01,MA-Boston,66.33
1897,1993-11-01,MI-Detroit,64.29
1898,1993-11-01,MN-Minneapolis,71.23
1899,1993-11-01,NC-Charlotte,76.14
1900,1993-11-01,NV-Las Vegas,84.03
1901,1993-11-01,NY-New York,76.88
1902,1993-11-01,OH-Cleveland,77.87
1903,1993-11-01,OR-Portland,70.3
1904,1993-11-01,TX-Dallas,
1905,1993-11-01,WA-Seattle,69.65
1906,1993-11-01,Composite-10,76.02
1907,1993-11-01,Composite-20,
1908,1993-11-01,National-US,78.18
1909,1993-12-01,AZ-Phoenix,70.03
1910,1993-12-01,CA-Los Angeles,77.3
1911,1993-12-01,CA-San Diego,73.74
1912,1993-12-01,CA-San Francisco,66.27
1913,1993-12-01,CO-Denver,62.01
1914,1993-12-01,DC-Washington,88.65
1915,1993-12-01,FL-Miami,82.89
1916,1993-12-01,FL-Tampa,82.85
1917,1993-12-01,GA-Atlanta,74.27
1918,1993-12-01,IL-Chicago,78.81
1919,1993-12-01,MA-Boston,66.27
1920,1993-12-01,MI-Detroit,64.39
1921,1993-12-01,MN-Minneapolis,71.13
1922,1993-12-01,NC-Charlotte,76.74
1923,1993-12-01,NV-Las Vegas,83.78
1924,1993-12-01,NY-New York,76.71
1925,1993-12-01,OH-Cleveland,78.05
1926,1993-12-01,OR-Portland,70.52
1927,1993-12-01,TX-Dallas,
1928,1993-12-01,WA-Seattle,69.52
1929,1993-12-01,Composite-10,75.71
1930,1993-12-01,Composite-20,
1931,1993-12-01,National-US,78.13
1932,1994-01-01,AZ-Phoenix,70.53
1933,1994-01-01,CA-Los Angeles,77.0
1934,1994-01-01,CA-San Diego,73.84
1935,1994-01-01,CA-San Francisco,65.98
1936,1994-01-01,CO-Denver,62.49
1937,1994-01-01,DC-Washington,88.63
1938,1994-01-01,FL-Miami,83.46
1939,1994-01-01,FL-Tampa,82.75
1940,1994-01-01,GA-Atlanta,74.72
1941,1994-01-01,IL-Chicago,79.62
1942,1994-01-01,MA-Boston,66.36
1943,1994-01-01,MI-Detroit,64.3
1944,1994-01-01,MN-Minneapolis,71.48
1945,1994-01-01,NC-Charlotte,77.01
1946,1994-01-01,NV-Las Vegas,83.72
1947,1994-01-01,NY-New York,76.61
1948,1994-01-01,OH-Cleveland,78.3
1949,1994-01-01,OR-Portland,70.79
1950,1994-01-01,TX-Dallas,
1951,1994-01-01,WA-Seattle,69.82
1952,1994-01-01,Composite-10,75.71
1953,1994-01-01,Composite-20,
1954,1994-01-01,National-US,78.21
1955,1994-02-01,AZ-Phoenix,70.82
1956,1994-02-01,CA-Los Angeles,76.86
1957,1994-02-01,CA-San Diego,73.47
1958,1994-02-01,CA-San Francisco,65.79
1959,1994-02-01,CO-Denver,63.04
1960,1994-02-01,DC-Washington,88.45
1961,1994-02-01,FL-Miami,84.25
1962,1994-02-01,FL-Tampa,83.12
1963,1994-02-01,GA-Atlanta,75.08
1964,1994-02-01,IL-Chicago,79.67
1965,1994-02-01,MA-Boston,66.31
1966,1994-02-01,MI-Detroit,64.31
1967,1994-02-01,MN-Minneapolis,72.02
1968,1994-02-01,NC-Charlotte,77.09
1969,1994-02-01,NV-Las Vegas,83.48
1970,1994-02-01,NY-New York,76.43
1971,1994-02-01,OH-Cleveland,78.17
1972,1994-02-01,OR-Portland,71.1
1973,1994-02-01,TX-Dallas,
1974,1994-02-01,WA-Seattle,69.58
1975,1994-02-01,Composite-10,75.63
1976,1994-02-01,Composite-20,
1977,1994-02-01,National-US,78.22
1978,1994-03-01,AZ-Phoenix,71.28
1979,1994-03-01,CA-Los Angeles,76.47
1980,1994-03-01,CA-San Diego,73.39
1981,1994-03-01,CA-San Francisco,66.37
1982,1994-03-01,CO-Denver,63.61
1983,1994-03-01,DC-Washington,88.57
1984,1994-03-01,FL-Miami,84.74
1985,1994-03-01,FL-Tampa,83.76
1986,1994-03-01,GA-Atlanta,75.21
1987,1994-03-01,IL-Chicago,79.64
1988,1994-03-01,MA-Boston,66.65
1989,1994-03-01,MI-Detroit,64.6
1990,1994-03-01,MN-Minneapolis,73.1
1991,1994-03-01,NC-Charlotte,77.27
1992,1994-03-01,NV-Las Vegas,83.69
1993,1994-03-01,NY-New York,76.6
1994,1994-03-01,OH-Cleveland,78.29
1995,1994-03-01,OR-Portland,71.69
1996,1994-03-01,TX-Dallas,
1997,1994-03-01,WA-Seattle,69.84
1998,1994-03-01,Composite-10,75.73
1999,1994-03-01,Composite-20,
2000,1994-03-01,National-US,78.36
2001,1994-04-01,AZ-Phoenix,71.73
2002,1994-04-01,CA-Los Angeles,76.44
2003,1994-04-01,CA-San Diego,73.62
2004,1994-04-01,CA-San Francisco,67.05
2005,1994-04-01,CO-Denver,64.44
2006,1994-04-01,DC-Washington,89.02
2007,1994-04-01,FL-Miami,84.85
2008,1994-04-01,FL-Tampa,83.76
2009,1994-04-01,GA-Atlanta,75.26
2010,1994-04-01,IL-Chicago,79.79
2011,1994-04-01,MA-Boston,67.26
2012,1994-04-01,MI-Detroit,64.9
2013,1994-04-01,MN-Minneapolis,73.18
2014,1994-04-01,NC-Charlotte,77.5
2015,1994-04-01,NV-Las Vegas,84.04
2016,1994-04-01,NY-New York,76.88
2017,1994-04-01,OH-Cleveland,78.79
2018,1994-04-01,OR-Portland,72.55
2019,1994-04-01,TX-Dallas,
2020,1994-04-01,WA-Seattle,70.33
2021,1994-04-01,Composite-10,76.03
2022,1994-04-01,Composite-20,
2023,1994-04-01,National-US,78.72
2024,1994-05-01,AZ-Phoenix,72.14
2025,1994-05-01,CA-Los Angeles,76.39
2026,1994-05-01,CA-San Diego,74.32
2027,1994-05-01,CA-San Francisco,67.7
2028,1994-05-01,CO-Denver,65.09
2029,1994-05-01,DC-Washington,89.78
2030,1994-05-01,FL-Miami,84.89
2031,1994-05-01,FL-Tampa,83.91
2032,1994-05-01,GA-Atlanta,75.71
2033,1994-05-01,IL-Chicago,80.4
2034,1994-05-01,MA-Boston,67.63
2035,1994-05-01,MI-Detroit,65.42
2036,1994-05-01,MN-Minneapolis,73.12
2037,1994-05-01,NC-Charlotte,77.85
2038,1994-05-01,NV-Las Vegas,85.26
2039,1994-05-01,NY-New York,77.55
2040,1994-05-01,OH-Cleveland,79.64
2041,1994-05-01,OR-Portland,73.45
2042,1994-05-01,TX-Dallas,
2043,1994-05-01,WA-Seattle,71.51
2044,1994-05-01,Composite-10,76.49
2045,1994-05-01,Composite-20,
2046,1994-05-01,National-US,79.23
2047,1994-06-01,AZ-Phoenix,72.47
2048,1994-06-01,CA-Los Angeles,76.72
2049,1994-06-01,CA-San Diego,74.81
2050,1994-06-01,CA-San Francisco,68.15
2051,1994-06-01,CO-Denver,65.86
2052,1994-06-01,DC-Washington,90.48
2053,1994-06-01,FL-Miami,85.31
2054,1994-06-01,FL-Tampa,84.01
2055,1994-06-01,GA-Atlanta,76.15
2056,1994-06-01,IL-Chicago,80.91
2057,1994-06-01,MA-Boston,68.46
2058,1994-06-01,MI-Detroit,66.01
2059,1994-06-01,MN-Minneapolis,72.93
2060,1994-06-01,NC-Charlotte,78.28
2061,1994-06-01,NV-Las Vegas,85.84
2062,1994-06-01,NY-New York,78.2
2063,1994-06-01,OH-Cleveland,80.15
2064,1994-06-01,OR-Portland,74.19
2065,1994-06-01,TX-Dallas,
2066,1994-06-01,WA-Seattle,71.97
2067,1994-06-01,Composite-10,77.04
2068,1994-06-01,Composite-20,
2069,1994-06-01,National-US,79.72
2070,1994-07-01,AZ-Phoenix,73.0
2071,1994-07-01,CA-Los Angeles,76.95
2072,1994-07-01,CA-San Diego,75.1
2073,1994-07-01,CA-San Francisco,68.38
2074,1994-07-01,CO-Denver,66.3
2075,1994-07-01,DC-Washington,90.77
2076,1994-07-01,FL-Miami,85.63
2077,1994-07-01,FL-Tampa,84.72
2078,1994-07-01,GA-Atlanta,76.6
2079,1994-07-01,IL-Chicago,81.19
2080,1994-07-01,MA-Boston,68.84
2081,1994-07-01,MI-Detroit,66.62
2082,1994-07-01,MN-Minneapolis,72.89
2083,1994-07-01,NC-Charlotte,78.91
2084,1994-07-01,NV-Las Vegas,86.45
2085,1994-07-01,NY-New York,78.78
2086,1994-07-01,OH-Cleveland,80.46
2087,1994-07-01,OR-Portland,74.91
2088,1994-07-01,TX-Dallas,
2089,1994-07-01,WA-Seattle,72.12
2090,1994-07-01,Composite-10,77.4
2091,1994-07-01,Composite-20,
2092,1994-07-01,National-US,80.08
2093,1994-08-01,AZ-Phoenix,73.53
2094,1994-08-01,CA-Los Angeles,77.25
2095,1994-08-01,CA-San Diego,74.75
2096,1994-08-01,CA-San Francisco,68.4
2097,1994-08-01,CO-Denver,66.71
2098,1994-08-01,DC-Washington,90.73
2099,1994-08-01,FL-Miami,86.11
2100,1994-08-01,FL-Tampa,85.25
2101,1994-08-01,GA-Atlanta,76.88
2102,1994-08-01,IL-Chicago,81.61
2103,1994-08-01,MA-Boston,69.27
2104,1994-08-01,MI-Detroit,67.15
2105,1994-08-01,MN-Minneapolis,73.08
2106,1994-08-01,NC-Charlotte,79.52
2107,1994-08-01,NV-Las Vegas,86.37
2108,1994-08-01,NY-New York,79.08
2109,1994-08-01,OH-Cleveland,80.68
2110,1994-08-01,OR-Portland,75.44
2111,1994-08-01,TX-Dallas,
2112,1994-08-01,WA-Seattle,71.93
2113,1994-08-01,Composite-10,77.64
2114,1994-08-01,Composite-20,
2115,1994-08-01,National-US,80.33
2116,1994-09-01,AZ-Phoenix,74.06
2117,1994-09-01,CA-Los Angeles,77.13
2118,1994-09-01,CA-San Diego,74.23
2119,1994-09-01,CA-San Francisco,68.21
2120,1994-09-01,CO-Denver,66.81
2121,1994-09-01,DC-Washington,90.52
2122,1994-09-01,FL-Miami,86.3
2123,1994-09-01,FL-Tampa,85.4
2124,1994-09-01,GA-Atlanta,76.95
2125,1994-09-01,IL-Chicago,81.68
2126,1994-09-01,MA-Boston,69.25
2127,1994-09-01,MI-Detroit,67.48
2128,1994-09-01,MN-Minneapolis,73.12
2129,1994-09-01,NC-Charlotte,79.84
2130,1994-09-01,NV-Las Vegas,86.54
2131,1994-09-01,NY-New York,79.08
2132,1994-09-01,OH-Cleveland,80.8
